p cnf 24 40
29 88 15 93 69 27 18 65 38 94 48 76 36 64 90 76 30 77 29 78 68 2 98 47 0 -16 4 7 0 11 12 -4 0 20 9 -6 0 4 -3 -12 0 -22 -10 14 0 16 1 5 0 23 2 16 0 2 -1 19 0 -22 -7 15 0 12 10 15 0 1 11 -16 0 -9 11 5 0 7 14 5 0 -15 11 -14 0 1 -10 -14 0 -18 -23 -7 0 21 10 -17 0 -11 14 8 0 -11 14 3 0 2 17 -21 0 -23 14 -2 0 -20 24 20 0 12 8 7 0 19 -21 22 0 2 17 2 0 -24 3 -12 0 17 -9 -19 0 -24 2 -14 0 6 -9 -8 0 -16 -4 5 0 -3 -15 -23 0 8 18 15 0 12 -13 -14 0 -18 3 -19 0 18 2 -19 0 24 4 5 0 -14 -22 -24 0 -2 24 -21 0 -16 19 -6 0 -4 -21 -22 0 
55 64 1 65 5 61 30 66 86 18 9 40 3 60 99 81 20 52 9 25 23 11 43 76 0 -22 23 -13 0 -4 8 -16 0 -9 23 -9 0 -21 -2 -8 0 -17 4 17 0 20 -11 2 0 23 15 24 0 -20 -5 -17 0 18 14 16 0 -20 10 -2 0 16 -8 13 0 24 -2 17 0 -21 17 13 0 3 -5 -9 0 20 12 19 0 -14 18 -12 0 5 -8 17 0 15 20 13 0 7 23 6 0 14 19 -13 0 -22 23 -22 0 12 5 24 0 -11 1 4 0 -7 4 9 0 -18 -14 6 0 -23 17 21 0 16 23 7 0 -21 11 16 0 9 10 21 0 -16 4 7 0 -15 24 10 0 -17 3 12 0 -17 21 -19 0 2 20 -16 0 13 16 20 0 17 16 -2 0 8 -23 6 0 -7 19 -16 0 -2 10 1 0 9 6 1 0 
89 85 93 48 68 62 20 15 89 30 28 70 16 34 3 79 79 14 76 16 80 57 72 24 0 2 23 1 0 15 16 24 0 16 -21 -12 0 -14 -18 -6 0 18 15 6 0 24 -7 21 0 5 -7 -17 0 -18 -1 -12 0 21 -23 -20 0 1 -17 -13 0 14 -12 -2 0 -22 24 18 0 17 -23 -9 0 4 -17 -3 0 20 1 -24 0 13 -1 -10 0 4 -17 4 0 -6 -10 -8 0 7 -8 -18 0 -1 20 6 0 18 6 22 0 -2 -7 3 0 11 -20 14 0 -5 -21 -2 0 20 -18 -12 0 9 6 20 0 -6 -18 -12 0 -6 1 20 0 -19 -16 14 0 18 14 -18 0 -17 19 -24 0 15 -7 20 0 -3 -10 12 0 -24 -13 -1 0 -10 -16 6 0 -5 -19 -17 0 5 -14 23 0 14 2 -20 0 -19 7 -12 0 21 3 -24 0 
24 78 19 44 11 99 71 32 34 57 80 75 33 70 81 33 95 24 92 37 46 86 88 62 0 9 -8 11 0 -10 -1 18 0 16 -9 1 0 -24 -20 16 0 -3 -8 20 0 -9 -17 22 0 14 -7 -16 0 24 -17 2 0 -11 -10 1 0 -20 24 19 0 12 -22 -19 0 -11 -16 -1 0 -16 24 -17 0 18 14 17 0 -6 -12 19 0 -11 -10 3 0 -11 -2 18 0 19 -24 -16 0 -13 6 -24 0 4 -9 17 0 22 8 3 0 -23 13 -1 0 -12 24 -21 0 -3 -13 -3 0 13 -3 2 0 -21 -1 20 0 8 -23 -9 0 -1 -24 21 0 24 -14 -13 0 2 18 -23 0 12 15 9 0 7 -6 -2 0 -3 22 -14 0 17 -15 22 0 -15 -1 10 0 -14 -6 -12 0 18 -13 -2 0 -21 -24 16 0 -6 -10 21 0 -6 -22 -19 0 
40 44 61 77 20 88 87 97 70 83 96 99 32 17 59 71 18 70 88 71 22 13 70 62 0 19 5 -12 0 -8 -7 -16 0 -11 23 -24 0 -23 2 -22 0 19 -10 -5 0 -17 -10 -24 0 13 5 -18 0 -13 18 24 0 4 -8 -3 0 9 -22 4 0 13 2 10 0 -12 -23 -8 0 -19 -3 22 0 -13 -9 23 0 17 24 16 0 17 -15 -11 0 -18 -13 15 0 8 -3 11 0 23 2 22 0 19 -9 15 0 -14 -18 21 0 -5 10 -14 0 16 -8 10 0 -16 21 -12 0 -19 22 24 0 19 -2 -5 0 6 15 -18 0 22 -9 -10 0 8 -10 1 0 -14 11 -6 0 15 -14 -20 0 -22 -19 -24 0 -14 8 13 0 10 18 5 0 -18 17 -14 0 -3 7 1 0 -24 11 -10 0 2 9 -13 0 18 -11 13 0 8 -1 -2 0 
82 51 73 20 71 5 3 77 23 10 14 68 51 60 68 60 52 100 29 69 32 75 62 12 0 8 -4 24 0 -10 -3 -13 0 -18 -10 5 0 11 -18 2 0 -13 -17 -5 0 -23 19 -3 0 -23 2 12 0 22 4 -11 0 3 -15 3 0 -24 7 -12 0 6 -8 -16 0 -5 -7 17 0 7 -20 9 0 -2 -23 4 0 13 -19 15 0 1 -12 22 0 5 -1 20 0 -2 8 -24 0 19 -15 12 0 20 14 -5 0 7 -23 18 0 -9 -6 2 0 21 -24 -17 0 8 14 -21 0 2 21 -15 0 7 15 -13 0 7 -9 -16 0 20 -3 18 0 11 -19 23 0 -7 -1 24 0 19 22 -11 0 24 -15 -12 0 10 -2 -19 0 12 24 1 0 18 7 -24 0 -7 -3 -8 0 -23 2 -19 0 -8 1 -19 0 24 14 1 0 -5 -7 -22 0 
77 33 32 75 20 23 26 46 95 76 40 57 11 39 42 51 53 97 18 40 67 36 31 51 0 22 -1 -14 0 -17 -2 24 0 -15 17 6 0 11 3 21 0 19 -17 3 0 23 -7 3 0 -10 -22 16 0 4 -1 -22 0 -11 2 -7 0 5 -12 21 0 20 9 11 0 23 -3 2 0 -15 -13 -22 0 -17 20 -18 0 6 -12 -20 0 -8 -4 3 0 10 11 22 0 3 -20 4 0 7 -23 -8 0 6 -13 -2 0 -9 -20 -12 0 -6 18 4 0 -23 -24 -1 0 -12 2 -23 0 -9 -2 -11 0 -2 21 -7 0 -18 -21 -2 0 -16 13 21 0 -19 -4 3 0 9 12 -14 0 -5 24 16 0 -11 -3 -23 0 21 22 -11 0 21 6 -13 0 9 3 -2 0 -14 1 22 0 -11 14 -13 0 14 18 4 0 -13 -7 16 0 17 9 -19 0 
62 41 3 19 77 44 75 64 24 44 76 40 71 74 77 89 20 36 57 68 31 19 65 59 0 17 19 -13 0 21 24 10 0 9 -22 -12 0 2 -6 17 0 -22 -19 17 0 12 -15 -20 0 -21 -8 14 0 -23 -1 5 0 -1 -6 -17 0 1 9 16 0 -4 12 8 0 -22 24 10 0 23 17 14 0 4 -10 -1 0 4 -6 -13 0 16 -6 -3 0 -2 12 24 0 15 14 -22 0 6 -24 -21 0 24 -2 -20 0 -18 22 20 0 -22 21 -24 0 23 -8 -4 0 -5 21 11 0 16 -11 -19 0 -7 -5 8 0 10 8 17 0 -10 3 -6 0 23 2 4 0 -23 -13 -20 0 16 21 14 0 -12 10 -11 0 -12 4 1 0 2 17 21 0 22 -24 8 0 -24 -9 24 0 7 6 12 0 10 -4 -16 0 -17 24 2 0 -18 6 18 0 
7 21 5 80 97 57 78 91 83 87 95 83 48 29 78 21 56 69 36 56 31 92 28 12 0 -10 6 24 0 -11 -3 9 0 8 -14 -13 0 -4 8 -9 0 -10 -23 19 0 -8 4 -7 0 9 -13 1 0 8 24 11 0 1 23 -22 0 -2 1 -6 0 24 -19 12 0 -15 -9 20 0 5 -11 21 0 2 -23 -9 0 20 -24 3 0 -11 -18 16 0 -18 -24 3 0 -12 -5 -9 0 -7 12 15 0 -17 -15 22 0 -20 2 21 0 -9 -14 7 0 19 16 -24 0 22 12 -7 0 3 -14 -22 0 5 -23 -18 0 10 -21 22 0 -20 10 -11 0 5 -15 4 0 10 2 -6 0 -3 -23 3 0 -16 20 -15 0 14 2 1 0 19 -22 23 0 -22 5 14 0 -7 3 4 0 16 -12 -9 0 19 -22 5 0 -8 21 -13 0 3 23 -8 0 
7 40 36 24 91 48 47 76 99 46 12 40 44 94 53 36 71 63 95 26 68 92 50 31 0 -10 21 1 0 22 24 -14 0 24 -1 6 0 -21 14 -17 0 4 1 18 0 -13 22 -12 0 13 -9 -13 0 -2 -6 -9 0 14 -9 21 0 -15 -19 10 0 -18 8 15 0 5 11 23 0 -18 -2 -9 0 19 22 -10 0 -11 10 7 0 -9 -1 7 0 2 -1 23 0 -2 22 7 0 4 21 -11 0 21 -12 -20 0 2 -22 -17 0 19 5 9 0 24 17 23 0 -22 3 -18 0 1 -20 8 0 9 2 -18 0 2 -21 3 0 -1 13 -12 0 -23 11 -24 0 -16 18 3 0 18 11 20 0 -7 24 -13 0 19 -8 -4 0 -7 -6 18 0 13 24 12 0 2 -3 -7 0 -4 -6 10 0 -16 -19 -22 0 20 -22 -20 0 22 9 2 0 
46 58 43 55 56 49 83 25 2 70 19 71 72 22 84 22 79 1 6 55 32 35 32 11 0 24 1 -9 0 -17 -7 21 0 12 11 20 0 23 -15 13 0 -3 -23 -4 0 3 21 -19 0 12 13 -7 0 19 -10 -18 0 -16 -13 16 0 9 -24 -12 0 -23 16 9 0 4 -9 5 0 11 -24 20 0 19 -16 23 0 6 -13 3 0 9 -6 -9 0 12 22 -14 0 3 -8 12 0 2 22 -20 0 -3 -20 -12 0 -16 10 5 0 19 5 -14 0 -1 6 -18 0 -12 13 -24 0 -7 15 21 0 6 20 -13 0 23 6 -2 0 -21 1 -17 0 -11 5 -12 0 -2 -13 -24 0 -18 10 -18 0 -23 -2 12 0 -23 2 -7 0 15 9 -15 0 -22 6 7 0 4 2 13 0 2 18 7 0 13 21 12 0 -16 11 4 0 12 16 -19 0 
94 94 58 11 22 79 26 75 81 83 97 55 20 34 12 36 20 11 30 3 44 20 23 31 0 16 23 -11 0 -20 -7 23 0 -4 -3 -10 0 19 -17 -12 0 20 22 24 0 13 15 13 0 20 9 18 0 11 22 20 0 -6 12 19 0 -18 -17 19 0 -4 11 14 0 -2 -3 7 0 6 22 7 0 -6 -12 -11 0 -20 -17 -20 0 8 -5 -21 0 13 24 -10 0 -8 17 2 0 17 -2 -24 0 -2 -24 15 0 13 1 -24 0 -3 -4 19 0 -15 20 14 0 21 4 2 0 18 22 5 0 3 -20 2 0 -20 4 -16 0 3 -4 -6 0 -14 -19 -6 0 16 -22 15 0 21 -12 -3 0 -9 15 -7 0 15 -17 12 0 -14 3 -13 0 -14 -11 8 0 -12 18 -9 0 2 -11 5 0 21 -15 -19 0 -14 -1 8 0 14 18 -8 0 
52 11 99 6 31 18 7 87 16 26 95 8 98 17 26 51 3 32 92 30 84 48 70 41 0 23 -13 -7 0 -9 -22 -11 0 1 18 -22 0 8 -22 3 0 -13 -4 -5 0 2 20 17 0 -10 4 20 0 -13 4 5 0 8 2 -5 0 -17 21 -17 0 -15 8 16 0 -22 13 -24 0 12 1 -17 0 -10 21 -12 0 -7 16 14 0 -11 14 -19 0 -18 -10 -13 0 6 -22 17 0 -12 -8 24 0 19 11 -5 0 17 -19 3 0 19 2 -14 0 2 15 6 0 3 -9 -16 0 12 -6 21 0 13 1 -18 0 -11 -16 8 0 18 -16 15 0 14 -6 2 0 -22 23 19 0 -13 -7 -22 0 17 -20 4 0 -21 -11 -2 0 18 5 4 0 20 16 -20 0 19 -17 -8 0 -16 3 -4 0 -11 17 -20 0 -13 24 16 0 -7 24 3 0 
43 49 89 7 9 65 10 80 87 41 71 40 27 23 80 71 46 86 79 14 77 58 88 92 0 -22 4 -2 0 6 -11 7 0 -6 10 16 0 -8 -7 -9 0 23 -5 12 0 -2 -12 19 0 17 14 -19 0 12 -22 17 0 -10 -13 12 0 3 -9 -16 0 18 -21 -7 0 -6 -10 23 0 -4 -6 24 0 -19 -6 21 0 20 -4 9 0 14 -9 -11 0 -23 -5 -11 0 -5 -7 9 0 1 -10 -24 0 -6 -19 15 0 -14 -15 13 0 -10 -19 11 0 1 -19 17 0 14 22 14 0 -13 24 -13 0 -9 1 -8 0 23 17 22 0 -23 -16 -2 0 -3 23 -7 0 -21 19 22 0 -19 17 -15 0 8 -22 20 0 -5 -18 7 0 22 -12 -18 0 -15 -4 17 0 2 -8 -12 0 8 12 -18 0 13 -9 -10 0 24 8 11 0 21 -23 18 0 
28 83 33 56 5 76 49 72 98 65 80 100 32 5 30 100 22 63 55 50 66 91 4 4 0 -15 24 -23 0 19 -4 -22 0 -7 3 10 0 4 7 -1 0 15 -17 5 0 -11 20 24 0 4 1 -6 0 -23 15 8 0 19 9 11 0 -17 16 -21 0 -13 7 18 0 11 17 -19 0 24 -9 10 0 -22 11 -21 0 23 -15 13 0 -2 -18 2 0 -6 -15 -14 0 3 -10 18 0 -20 -15 6 0 -19 23 18 0 20 4 18 0 -8 14 21 0 8 1 11 0 -22 1 23 0 -22 -1 -11 0 9 -7 4 0 22 -18 24 0 -9 -19 -11 0 12 -9 24 0 7 -5 -22 0 16 24 7 0 -14 6 8 0 -4 -17 19 0 -8 11 -3 0 -9 -7 -11 0 2 -23 19 0 17 -5 23 0 18 -22 15 0 17 5 2 0 -4 6 2 0 
22 67 84 34 93 50 86 27 34 71 49 12 63 38 31 56 61 65 92 53 34 21 63 51 0 -3 -18 -19 0 -5 -18 -1 0 13 19 -9 0 -15 -16 14 0 -17 18 -24 0 -8 6 8 0 3 -2 16 0 -15 -9 -15 0 -16 6 -9 0 -17 -23 -22 0 5 15 10 0 -6 16 15 0 -21 1 -17 0 -11 -16 12 0 1 -11 -22 0 -18 -3 17 0 9 8 -19 0 15 1 2 0 23 -18 -16 0 -22 16 6 0 4 -5 -14 0 -24 22 -4 0 -11 2 -9 0 5 -24 4 0 -19 -22 4 0 -24 1 -13 0 -22 11 -5 0 23 11 -7 0 21 -5 24 0 12 9 13 0 -16 -2 6 0 15 7 -12 0 -9 3 -16 0 -13 -5 11 0 -1 7 -8 0 21 -11 12 0 -1 23 -5 0 23 11 -6 0 -24 -5 -24 0 -3 11 -5 0 
34 69 20 45 52 71 89 48 24 51 19 48 25 57 65 11 21 86 73 32 95 81 32 50 0 -4 -22 18 0 -16 -18 -13 0 8 -24 19 0 6 11 24 0 2 17 4 0 2 -24 1 0 -3 -2 18 0 24 -10 -3 0 -20 6 16 0 -3 12 20 0 -15 4 -14 0 11 -19 16 0 -17 -21 -3 0 -13 -7 -12 0 9 -13 5 0 16 -22 19 0 -5 -1 23 0 -2 -16 -1 0 -17 1 23 0 12 11 10 0 -1 -17 -13 0 24 -17 24 0 -8 -14 15 0 -1 -20 -14 0 -22 -17 -18 0 -14 -19 23 0 -9 16 5 0 24 8 20 0 -11 -22 13 0 -8 -4 9 0 -1 -22 -12 0 -18 1 -13 0 -8 10 24 0 13 -16 24 0 13 -6 22 0 21 -12 2 0 22 -3 12 0 19 -10 1 0 -8 -3 15 0 20 17 3 0 
7 91 77 83 32 66 81 73 96 39 71 59 69 1 93 62 21 90 71 96 87 49 51 41 0 -7 -12 -19 0 14 -4 11 0 -15 -8 -6 0 1 14 -24 0 -10 -22 -7 0 13 -6 -4 0 5 -8 18 0 -10 6 -11 0 22 -24 1 0 -20 10 -16 0 3 -11 -24 0 6 9 2 0 -7 16 23 0 -17 -3 5 0 -12 -21 -15 0 3 24 -11 0 -14 -24 5 0 9 -18 -9 0 18 3 -8 0 -23 15 9 0 23 -6 -7 0 -5 -7 1 0 13 22 -14 0 -8 22 13 0 14 -9 21 0 7 -1 -7 0 13 12 15 0 -4 5 -17 0 6 20 -7 0 -3 6 14 0 -5 21 18 0 -8 -5 20 0 24 -15 23 0 13 20 14 0 2 -17 14 0 -1 7 19 0 -5 -22 -11 0 -7 -14 16 0 -18 -11 -16 0 4 24 -6 0 
59 35 76 96 61 77 68 36 34 11 23 93 9 88 95 6 71 55 79 15 41 84 81 93 0 -20 9 -10 0 13 -5 20 0 3 17 -15 0 -13 -24 -12 0 -8 -22 -2 0 23 14 -15 0 13 16 -10 0 -4 24 -4 0 -10 7 17 0 -22 4 -19 0 17 -18 -10 0 -9 -14 22 0 -20 18 6 0 9 4 -23 0 -1 4 -14 0 -10 15 -4 0 -3 -21 4 0 7 -12 1 0 13 -7 16 0 -12 24 4 0 20 -11 -16 0 -17 -9 -1 0 24 2 15 0 19 3 -2 0 5 -2 11 0 8 -10 8 0 15 -2 -6 0 11 17 7 0 15 17 -9 0 19 -15 8 0 16 23 17 0 9 -23 -6 0 4 -24 -5 0 10 -22 -3 0 -21 -17 -9 0 16 -8 -23 0 -17 -20 3 0 21 -6 15 0 17 -24 4 0 -13 22 -16 0 
