p cnf 15 40
28 5 72 82 51 92 32 82 36 63 77 50 28 37 75 0 -8 -4 -13 0 4 -11 -1 0 5 9 -11 0 15 8 -14 0 -10 14 -15 0 -14 9 2 0 13 -15 12 0 3 -15 -10 0 14 6 -9 0 15 13 -4 0 10 -14 12 0 9 15 -2 0 -14 9 11 0 -1 -4 11 0 3 -2 11 0 -3 -6 5 0 -1 -12 -9 0 4 -8 -5 0 -6 2 -4 0 13 5 14 0 13 -12 -10 0 -4 -9 -13 0 14 -10 3 0 2 -1 -15 0 -3 -1 2 0 8 13 15 0 7 10 6 0 -7 2 7 0 12 1 11 0 6 15 -11 0 7 14 8 0 9 -11 -15 0 -5 4 5 0 1 -6 1 0 2 8 -15 0 -5 7 12 0 8 9 12 0 -10 7 -12 0 -2 9 -10 0 -1 9 -7 0 
11 47 57 80 98 76 89 42 39 79 38 42 13 60 85 0 15 1 9 0 -13 -4 15 0 -7 3 -5 0 -9 13 11 0 -14 -2 6 0 -8 -10 -9 0 10 -2 5 0 -1 12 8 0 1 15 3 0 -15 -13 12 0 11 6 -5 0 7 -13 4 0 -15 -13 -6 0 -10 5 12 0 -10 -15 -3 0 8 -15 10 0 -12 -10 15 0 -2 -1 -9 0 4 -5 -11 0 -6 10 11 0 1 -2 7 0 -3 -10 -3 0 8 -13 -3 0 -14 8 -4 0 2 -6 -14 0 6 10 -5 0 1 -4 -10 0 9 -7 11 0 -14 -3 -4 0 1 -10 -3 0 -9 -3 -5 0 -15 -14 -12 0 10 -5 -6 0 -11 7 -12 0 -2 -14 -8 0 14 -7 -12 0 11 -15 -3 0 -5 14 -5 0 14 -10 -3 0 -13 1 5 0 
94 23 31 83 94 63 46 30 31 16 45 36 35 94 65 0 -3 -1 -3 0 9 -3 11 0 -12 5 6 0 -12 9 -13 0 12 -10 -6 0 -14 -1 -5 0 -14 4 14 0 -10 3 -1 0 -14 8 10 0 12 -13 10 0 -4 -7 12 0 -10 3 -9 0 4 12 -4 0 -9 -10 -2 0 6 3 5 0 -6 -7 -5 0 -2 4 8 0 -4 9 13 0 14 3 4 0 -5 9 -3 0 4 -15 -5 0 -6 -11 6 0 -15 12 -8 0 -9 14 -5 0 10 -15 2 0 -4 3 2 0 13 8 -4 0 -12 -5 -4 0 12 -11 13 0 2 -11 -13 0 -15 1 15 0 -14 1 9 0 7 8 1 0 8 10 3 0 13 4 -7 0 3 1 13 0 6 11 -9 0 1 -9 11 0 -2 4 12 0 2 -1 -9 0 
79 61 18 89 61 20 56 63 33 53 96 53 44 66 5 0 -12 2 1 0 -10 7 6 0 -11 2 14 0 11 -4 7 0 -14 -15 3 0 13 -15 -13 0 3 12 -9 0 4 12 -2 0 11 7 10 0 -2 6 -13 0 -5 15 -8 0 3 14 3 0 -7 -3 7 0 13 -3 5 0 12 13 -12 0 10 13 14 0 5 -7 -11 0 -8 -14 12 0 3 6 -12 0 -5 -10 3 0 7 -1 9 0 -1 4 8 0 -12 -9 -14 0 -8 -11 -12 0 13 6 -1 0 -13 -1 7 0 -14 4 -7 0 -5 15 13 0 14 10 -14 0 15 -3 5 0 -13 -6 11 0 1 -10 1 0 5 -15 -6 0 -15 13 7 0 13 -6 -3 0 -15 -11 5 0 4 5 14 0 1 -8 -3 0 1 12 11 0 -14 15 -2 0 
75 38 87 85 99 74 42 19 20 6 83 33 4 34 15 0 1 7 -11 0 15 -9 14 0 -1 -9 -14 0 -1 4 -1 0 -5 12 -8 0 -9 2 -4 0 -6 -13 -11 0 -7 12 -13 0 -1 -7 -9 0 -5 7 -2 0 14 -6 -10 0 -5 -10 -14 0 4 -15 13 0 -2 -9 -2 0 -6 -12 -8 0 -12 7 -4 0 8 -9 -13 0 6 -4 -8 0 7 -5 -9 0 13 -14 -7 0 13 14 -11 0 -8 -6 13 0 -5 -7 -4 0 -5 -7 2 0 12 7 -15 0 3 12 5 0 -13 3 5 0 -1 -11 6 0 -5 1 -8 0 6 5 3 0 1 -7 12 0 -3 6 2 0 -15 -12 11 0 -13 -11 4 0 -10 4 -6 0 -9 10 7 0 3 -2 6 0 14 -7 1 0 -12 4 -2 0 6 -13 -14 0 
43 94 63 79 43 45 37 85 69 95 16 44 76 7 19 0 -9 1 -15 0 -6 5 -11 0 -15 -13 -1 0 -14 13 -15 0 -3 -12 -11 0 -8 -15 -14 0 -12 -4 -7 0 15 9 -7 0 -15 -7 -6 0 -13 -9 -1 0 7 12 -10 0 2 13 -3 0 -11 -12 -11 0 6 15 13 0 -11 -12 -2 0 1 -12 -7 0 15 -11 1 0 9 -7 -12 0 -8 2 4 0 -10 8 15 0 13 -14 -13 0 15 8 5 0 -14 3 1 0 -14 -7 -6 0 -13 8 -11 0 5 -7 9 0 -6 15 -1 0 14 8 -11 0 -7 8 14 0 7 4 -14 0 -4 12 14 0 11 -15 6 0 -11 -13 3 0 13 -1 14 0 6 5 -2 0 15 -13 6 0 14 -4 -15 0 -4 14 15 0 -12 -2 -8 0 -10 2 9 0 
93 33 12 20 57 42 74 35 56 99 51 73 49 69 90 0 14 -9 1 0 8 -5 -10 0 -11 -10 3 0 14 1 -15 0 3 1 11 0 -2 3 7 0 3 -5 6 0 1 -14 3 0 1 9 -7 0 -1 -2 9 0 -12 3 4 0 8 5 6 0 14 7 15 0 7 -8 -5 0 2 10 -11 0 -7 10 15 0 -3 -15 -3 0 2 12 2 0 -14 9 -12 0 6 -9 12 0 15 -6 9 0 8 11 -4 0 -11 -5 -10 0 -15 6 15 0 -4 -3 7 0 -1 -10 -2 0 -12 5 13 0 -12 5 3 0 -6 -3 -12 0 -6 -9 -13 0 1 4 15 0 5 -8 6 0 1 15 1 0 10 -11 -2 0 -10 -6 -7 0 -4 1 8 0 10 8 -15 0 -13 4 -11 0 6 -5 4 0 -3 5 10 0 
8 32 91 97 28 28 5 42 42 24 82 84 25 42 62 0 -10 -11 -12 0 1 -11 2 0 -7 -13 2 0 12 14 -9 0 -5 9 -8 0 -4 15 9 0 -14 10 11 0 -13 6 9 0 -1 15 -1 0 -12 -9 7 0 3 2 -3 0 -14 7 -14 0 4 1 -8 0 -13 4 14 0 -9 -3 -8 0 -10 -8 10 0 7 5 3 0 12 -4 -2 0 -10 -11 6 0 7 11 4 0 -13 -5 9 0 -2 -14 4 0 12 10 5 0 15 11 4 0 -2 -15 8 0 12 2 -6 0 2 -13 -8 0 3 -8 11 0 -1 6 -11 0 -7 -2 -11 0 10 14 13 0 11 15 5 0 -6 13 -15 0 8 -15 3 0 2 -6 -13 0 4 -6 -2 0 -5 -9 12 0 2 3 -13 0 14 15 1 0 -14 -9 -11 0 
61 9 77 58 60 45 65 71 19 95 59 87 89 15 5 0 8 2 10 0 -1 13 5 0 -10 9 -10 0 3 -14 -3 0 -8 -14 -11 0 -8 -2 11 0 -5 9 -4 0 -6 -4 -13 0 -14 -4 -9 0 -5 -10 8 0 -7 -14 10 0 1 11 15 0 8 -7 -1 0 -2 7 14 0 10 -3 4 0 15 -13 9 0 4 2 3 0 14 -15 -12 0 3 1 -15 0 2 -12 6 0 -1 5 6 0 -11 8 14 0 -4 -7 -13 0 5 -4 -14 0 7 6 1 0 -15 5 12 0 -15 -10 -9 0 13 -15 2 0 -11 5 7 0 6 -13 -14 0 -7 5 -10 0 1 15 -8 0 6 -15 -4 0 -7 -6 -10 0 -5 3 12 0 -3 13 -4 0 12 11 4 0 11 -5 12 0 3 -12 10 0 13 4 -3 0 
35 82 17 45 71 35 10 4 87 72 96 78 6 54 8 0 15 -7 -5 0 4 11 2 0 -12 -10 -14 0 -5 -14 9 0 -7 14 5 0 4 -9 -4 0 11 3 7 0 5 2 6 0 5 2 10 0 9 -8 1 0 12 15 -1 0 15 7 13 0 -1 -10 13 0 -3 4 12 0 2 -5 -9 0 -14 -10 -12 0 -10 13 8 0 -14 8 12 0 14 3 5 0 6 -14 8 0 5 -3 -2 0 4 9 1 0 -14 -15 -2 0 -6 -14 15 0 -13 1 7 0 9 6 -8 0 -3 -10 12 0 -4 -1 -7 0 -13 1 4 0 -6 -5 -12 0 6 12 15 0 -2 6 -5 0 -4 3 9 0 -5 -12 -10 0 -4 -8 -6 0 -9 -7 13 0 -15 -8 4 0 -12 9 -12 0 -11 -6 12 0 -11 4 8 0 
36 80 53 27 78 69 29 83 88 14 21 17 4 79 84 0 2 5 10 0 15 -2 3 0 7 -4 7 0 -2 -6 -11 0 7 13 15 0 8 10 1 0 -8 -12 13 0 -15 14 -8 0 11 13 -10 0 4 -9 4 0 -2 10 12 0 1 14 -2 0 3 14 -13 0 4 -13 -10 0 4 -1 -4 0 7 3 -4 0 8 3 -2 0 11 -9 -4 0 9 6 -14 0 -13 -8 15 0 -6 -3 -13 0 5 -13 -5 0 2 10 5 0 9 -12 -8 0 -4 11 8 0 -13 -15 -2 0 -8 2 10 0 1 9 6 0 3 9 -6 0 -8 -11 -5 0 -4 3 -15 0 9 -2 15 0 -4 2 12 0 13 -11 8 0 3 11 5 0 -12 5 7 0 10 -15 -13 0 -7 1 -15 0 4 -6 -10 0 -8 1 -14 0 
99 36 33 40 32 91 84 60 22 67 74 51 1 88 48 0 3 -15 -13 0 7 10 -2 0 12 10 -4 0 -3 -4 5 0 -7 -4 -14 0 -8 13 -11 0 8 -15 -6 0 15 12 -1 0 6 -14 12 0 -9 -13 -15 0 -5 8 10 0 15 13 -4 0 1 4 2 0 -12 5 -12 0 4 13 -7 0 -5 -4 13 0 10 -8 -11 0 12 10 -7 0 -5 7 -13 0 -5 3 6 0 -14 9 -10 0 1 -13 -12 0 -2 13 1 0 -5 -13 7 0 -8 2 -12 0 15 -10 -6 0 -2 -15 -6 0 5 -10 1 0 -12 -7 -5 0 -6 12 -11 0 -6 -4 -9 0 6 14 4 0 -7 -2 10 0 -12 2 5 0 1 -4 1 0 13 -10 2 0 15 -1 -9 0 13 -14 -6 0 9 -6 -2 0 13 3 15 0 
27 64 9 98 19 35 6 19 55 94 88 99 70 86 4 0 -3 -5 11 0 9 -5 -7 0 -14 13 8 0 -1 -10 6 0 7 -5 -8 0 10 4 10 0 6 -14 -5 0 -8 1 -14 0 11 -15 11 0 6 -9 -7 0 10 -2 13 0 14 -9 13 0 -15 4 -7 0 6 -7 -9 0 10 -1 7 0 2 -5 12 0 -5 15 -10 0 -8 7 1 0 -7 3 8 0 15 -13 -8 0 12 7 4 0 -5 -11 -15 0 -6 2 -14 0 10 -8 4 0 -8 15 -8 0 14 -12 -3 0 15 2 14 0 -5 -6 4 0 7 -12 -11 0 7 -6 5 0 11 1 3 0 7 9 -15 0 13 -7 -8 0 14 2 -6 0 1 -9 2 0 10 13 -12 0 1 -10 2 0 -15 -9 15 0 -2 12 8 0 13 2 7 0 
65 36 89 94 59 3 20 44 29 57 25 78 88 71 95 0 9 -1 -3 0 15 -10 -14 0 -12 6 -8 0 -6 -3 6 0 -1 9 10 0 4 2 3 0 -6 -13 -5 0 2 5 6 0 -15 -11 -3 0 8 11 4 0 7 -14 1 0 10 1 3 0 4 14 -10 0 -14 -7 -15 0 -13 -4 5 0 11 -13 4 0 12 -5 4 0 7 3 6 0 12 -2 -12 0 3 -4 -6 0 10 1 -15 0 -7 13 -12 0 9 -11 14 0 -11 -12 9 0 10 15 -1 0 -4 7 8 0 6 -12 -5 0 2 8 -2 0 -9 6 -5 0 -11 12 8 0 6 2 12 0 3 -13 1 0 -12 10 -6 0 -5 -13 -15 0 -3 11 5 0 -11 -4 -15 0 2 -8 -12 0 7 4 13 0 -6 -3 11 0 -13 15 -10 0 
77 7 7 12 66 31 8 44 22 100 80 93 49 41 25 0 12 2 12 0 -11 -8 15 0 -13 -9 -15 0 -11 -4 -6 0 5 -4 -14 0 2 8 4 0 -7 1 -14 0 12 -13 -11 0 -1 8 12 0 -5 -14 3 0 8 3 -2 0 -10 -9 6 0 -2 3 5 0 -3 -15 10 0 6 -12 11 0 -5 -11 4 0 13 6 -2 0 -4 12 8 0 13 -6 -15 0 -8 -15 -5 0 -7 15 6 0 -13 -10 14 0 8 1 -9 0 3 -1 13 0 -4 3 11 0 -13 -9 2 0 -11 -15 -8 0 -15 -11 -4 0 13 -6 -12 0 -6 -5 4 0 -15 -7 -1 0 -8 2 4 0 -3 -7 -10 0 -14 8 2 0 -14 -7 4 0 1 -12 -4 0 5 13 2 0 15 11 5 0 7 10 11 0 1 11 -9 0 
3 71 94 51 30 47 63 94 36 15 76 77 90 8 6 0 -15 -5 -8 0 6 -3 5 0 3 -9 -3 0 -15 -12 8 0 -6 8 -12 0 -11 10 -15 0 -8 -6 -3 0 7 9 -8 0 14 -1 -7 0 -13 4 6 0 4 15 -3 0 -12 14 -7 0 -9 6 9 0 4 8 -4 0 5 2 -6 0 -3 -2 13 0 15 -5 7 0 13 -3 4 0 5 8 3 0 11 14 -13 0 7 11 -2 0 9 -13 15 0 -7 -4 -13 0 -1 -13 -8 0 -12 -15 -12 0 6 7 14 0 -15 -4 6 0 11 9 -6 0 -12 14 9 0 -2 15 -6 0 -3 11 -6 0 15 11 4 0 8 2 6 0 12 -5 2 0 11 -12 -8 0 -2 -3 -6 0 -10 -12 13 0 11 9 -12 0 3 -6 10 0 -13 -12 9 0 
3 50 11 72 59 86 77 15 4 26 18 26 32 86 46 0 9 2 11 0 -2 -10 -8 0 -1 10 -5 0 11 13 4 0 7 8 -13 0 2 -4 -10 0 -11 15 12 0 14 10 -5 0 6 -9 14 0 2 -3 -10 0 4 13 -11 0 -1 9 5 0 -15 -10 5 0 6 14 -5 0 -11 7 12 0 13 6 -3 0 -9 -12 -4 0 15 -3 10 0 13 -6 14 0 -8 12 -3 0 8 -15 8 0 -2 8 2 0 5 1 7 0 -13 -7 -12 0 -14 7 -14 0 -11 -6 -13 0 -2 15 -7 0 -2 3 -12 0 5 3 -14 0 -10 11 7 0 -14 -6 10 0 11 15 -13 0 -9 -14 7 0 -11 -13 -12 0 -11 -13 -7 0 1 4 -10 0 6 -4 3 0 -11 -8 9 0 13 7 -11 0 1 -7 -9 0 
73 26 85 84 60 62 16 48 30 55 80 62 40 48 79 0 12 9 8 0 -15 -13 4 0 -6 -13 14 0 7 -13 1 0 10 -12 -7 0 15 -13 15 0 7 13 7 0 -8 7 9 0 14 -6 -2 0 -10 11 -14 0 5 9 -5 0 9 -7 -15 0 -1 13 -3 0 -2 -8 -2 0 -6 -8 2 0 -14 -1 -3 0 -1 -8 14 0 4 -9 2 0 3 -11 -5 0 -10 12 1 0 3 -5 9 0 2 4 -5 0 10 11 -3 0 5 1 5 0 -11 14 4 0 -1 14 3 0 10 -14 12 0 11 3 -15 0 2 -9 3 0 -7 -1 -11 0 -14 12 5 0 -14 -6 14 0 11 6 13 0 -6 -7 4 0 3 14 -7 0 -6 5 -9 0 -8 -14 -3 0 14 6 3 0 1 -9 14 0 -8 -7 -11 0 
55 16 89 81 15 72 38 64 46 17 93 45 54 53 89 0 -11 9 -6 0 -7 -11 8 0 -2 13 11 0 3 -15 5 0 13 1 -12 0 -14 -15 -7 0 -10 -14 5 0 -9 7 8 0 -7 -4 2 0 -6 2 3 0 6 -10 -12 0 -4 14 1 0 14 -8 7 0 12 10 -2 0 9 7 -8 0 5 -4 10 0 -9 -13 6 0 -13 -14 -11 0 -7 -2 -3 0 -6 -5 -10 0 8 15 -9 0 -10 4 6 0 13 15 10 0 7 -2 9 0 4 -9 7 0 -14 -3 11 0 -4 -11 5 0 -8 15 1 0 -7 8 -5 0 4 3 1 0 -6 1 -3 0 -12 -1 11 0 -5 2 -1 0 -13 -5 12 0 8 11 -13 0 -5 -3 -8 0 9 3 -2 0 -10 -8 -11 0 2 1 -14 0 2 -11 -13 0 
90 13 70 2 84 87 45 37 11 58 58 32 73 97 48 0 -12 -3 12 0 11 -2 3 0 9 12 10 0 13 -5 13 0 1 10 -1 0 12 -11 10 0 11 -8 5 0 -10 -2 -14 0 -11 6 -13 0 -11 14 -9 0 -6 2 -7 0 -14 -5 13 0 6 -9 -11 0 4 9 13 0 -14 -12 -3 0 4 -9 12 0 10 1 15 0 -7 5 -4 0 -14 4 1 0 -13 1 2 0 4 2 -1 0 5 -7 -8 0 -10 -3 6 0 -12 11 3 0 -1 15 2 0 12 3 14 0 -13 -6 -1 0 -4 13 11 0 -6 -12 -10 0 12 15 -3 0 -5 -14 -5 0 11 4 -6 0 2 -15 -11 0 -3 -9 -13 0 6 8 12 0 -13 3 -6 0 -13 11 5 0 -7 -10 2 0 -11 2 8 0 13 14 3 0 
11 86 67 91 13 75 32 23 63 84 5 76 33 89 62 0 1 -15 14 0 -10 -15 -9 0 11 8 7 0 -15 9 3 0 -10 7 6 0 -9 3 -1 0 -11 -7 14 0 -11 6 7 0 -15 -13 -7 0 -5 -4 2 0 13 2 -9 0 -10 4 11 0 5 12 -9 0 3 -14 -13 0 6 15 1 0 14 -9 5 0 -7 3 -6 0 -15 5 11 0 6 15 6 0 -11 -10 -11 0 -8 -14 8 0 12 -9 5 0 4 3 -4 0 3 -9 -15 0 3 5 13 0 -11 -8 -1 0 13 -1 -4 0 5 -2 5 0 7 -5 15 0 2 12 13 0 15 -6 -5 0 6 -8 -9 0 -5 -6 -15 0 -2 -11 3 0 2 8 4 0 -11 7 -6 0 12 14 -7 0 4 12 -15 0 -7 -3 12 0 -7 14 -13 0 
25 49 86 46 100 7 72 32 35 38 58 79 36 53 29 0 2 9 10 0 11 -7 14 0 -8 -5 3 0 -7 3 -5 0 -6 -5 -9 0 4 6 -14 0 -7 13 -7 0 3 -9 1 0 11 -9 -14 0 9 1 8 0 7 15 -5 0 -3 -4 -1 0 -13 4 -15 0 -9 -14 -10 0 7 14 12 0 2 10 7 0 13 9 -15 0 -11 -12 10 0 -4 -15 14 0 11 8 5 0 -4 -15 -13 0 15 6 -12 0 3 8 6 0 -13 -15 9 0 -11 2 -13 0 15 6 -1 0 10 15 -9 0 4 -9 10 0 12 -1 -14 0 -5 2 -6 0 13 -3 14 0 4 -1 11 0 2 -10 -15 0 12 -7 15 0 5 4 -15 0 14 -8 9 0 6 3 2 0 -15 10 -3 0 -12 7 -14 0 11 14 3 0 
70 21 80 45 57 89 50 93 56 68 11 46 82 86 17 0 -12 -10 -11 0 -5 -7 -5 0 6 -11 -2 0 -1 5 -13 0 3 -2 -11 0 10 5 -2 0 14 11 -7 0 -4 14 15 0 -5 -12 10 0 -6 -5 15 0 -5 12 14 0 5 4 14 0 -5 -13 4 0 -12 -13 -14 0 -15 3 13 0 -11 -14 -15 0 -8 -4 -13 0 -2 7 -9 0 -7 4 -9 0 -2 -4 2 0 14 -10 -2 0 -4 9 -2 0 15 -1 -10 0 13 1 7 0 -6 12 -10 0 14 10 14 0 3 12 3 0 -5 2 -4 0 2 -10 -8 0 -11 -3 -13 0 -1 12 13 0 3 5 15 0 11 -5 -11 0 -7 -2 -10 0 -12 1 9 0 2 -1 9 0 -3 8 -13 0 -14 1 5 0 -12 14 -11 0 9 -7 -15 0 
