p cnf 21 20
94 42 40 6 84 67 63 50 1 17 30 5 17 26 44 89 33 66 73 15 36 0 -9 -18 -17 0 -12 -9 16 0 1 8 11 0 14 -12 1 0 19 -12 -10 0 -9 13 16 0 9 15 -5 0 11 6 -4 0 -7 3 5 0 12 -10 -9 0 7 12 -16 0 4 -8 16 0 -3 -16 -1 0 -21 -11 -21 0 20 13 -19 0 -18 12 -8 0 18 2 -1 0 -14 -5 -6 0 16 -11 -10 0 -12 -18 -10 0 
30 45 98 46 35 81 38 5 36 94 12 51 71 85 22 96 10 9 76 24 41 0 21 3 -10 0 -4 21 -1 0 -6 -21 11 0 7 16 -9 0 -13 4 -5 0 10 -20 11 0 2 -4 -11 0 17 -20 -8 0 -4 15 5 0 10 -3 7 0 -5 -7 16 0 15 -14 16 0 6 2 -19 0 5 -12 19 0 10 11 4 0 7 -2 -13 0 -5 6 19 0 1 14 -7 0 5 -21 -19 0 -15 -21 19 0 
75 56 2 34 53 62 65 12 30 95 15 65 69 72 9 83 100 7 46 9 17 0 -10 19 -2 0 14 -11 17 0 -3 -18 4 0 21 -6 -7 0 -4 -3 -15 0 20 -1 2 0 -6 3 9 0 14 2 16 0 21 6 -7 0 -6 9 6 0 13 -12 -4 0 9 -6 4 0 11 12 -4 0 -10 4 6 0 20 -1 -5 0 18 6 -20 0 -11 3 5 0 -11 2 -9 0 -10 1 16 0 4 1 -17 0 
5 83 66 27 24 88 4 42 78 89 59 66 5 62 86 44 61 55 65 34 24 0 -19 -13 9 0 -2 -9 11 0 6 8 -3 0 20 -4 -8 0 -12 13 6 0 1 4 -13 0 -10 -19 -8 0 13 6 8 0 -18 -8 10 0 -1 14 -18 0 -8 2 -10 0 -15 -20 5 0 -6 7 4 0 -11 -10 9 0 2 4 -16 0 -8 19 -17 0 -19 10 -9 0 1 -2 -4 0 10 -2 6 0 -2 14 20 0 
50 58 74 9 20 89 46 66 56 20 96 99 17 26 59 7 13 69 22 31 24 0 -7 -20 -12 0 4 -3 13 0 -9 -18 -12 0 8 3 -5 0 -19 -7 16 0 17 8 -11 0 -17 -9 17 0 -20 -10 7 0 17 21 -9 0 -17 13 6 0 18 -2 14 0 -20 -2 -18 0 21 -11 5 0 -7 6 -2 0 -15 18 11 0 8 -1 -11 0 -5 9 -5 0 -4 -19 -6 0 -19 9 -21 0 10 13 12 0 
73 28 98 12 81 14 47 50 14 17 52 59 25 14 82 48 87 24 29 70 95 0 -16 14 3 0 1 -6 -3 0 1 -20 -1 0 2 -17 11 0 9 5 21 0 17 -8 16 0 6 -14 8 0 21 10 -11 0 -21 -7 8 0 -17 8 5 0 -18 5 -14 0 -15 6 -13 0 16 3 -10 0 -18 13 -4 0 11 6 -21 0 -16 -6 19 0 -18 13 16 0 6 -8 3 0 -18 -8 7 0 6 1 15 0 
4 15 13 17 38 67 23 85 67 78 73 7 50 29 66 85 9 48 64 72 9 0 1 -7 17 0 -6 -7 14 0 -8 19 7 0 18 3 2 0 12 7 -17 0 11 4 1 0 -5 -17 -3 0 12 18 15 0 21 15 19 0 4 5 -13 0 -19 -14 -15 0 18 15 -4 0 17 3 -1 0 -15 2 -21 0 1 4 7 0 19 13 1 0 21 14 -3 0 -20 8 -18 0 -3 2 12 0 8 -21 -17 0 
45 2 25 62 72 2 34 14 3 100 35 45 4 77 22 50 99 36 80 41 88 0 12 -20 17 0 -8 2 -6 0 -20 13 -4 0 -8 13 -8 0 15 -2 -11 0 20 -10 9 0 -4 -3 -9 0 2 20 7 0 11 -6 11 0 18 3 -19 0 3 14 -5 0 -1 19 3 0 -8 -14 1 0 -5 -2 -15 0 4 6 -21 0 11 -20 21 0 -7 -8 -17 0 11 7 15 0 2 -9 -5 0 -3 2 16 0 
98 30 95 45 57 25 7 94 40 10 44 89 95 52 56 42 26 52 46 51 82 0 -5 12 19 0 18 21 14 0 2 -13 -2 0 -15 -4 -14 0 -15 -16 12 0 21 -3 2 0 6 -2 -12 0 16 -3 -10 0 -2 -21 18 0 -19 -7 9 0 2 -3 6 0 -3 15 -3 0 2 -14 11 0 -9 1 -8 0 14 -6 -10 0 2 17 15 0 -4 11 7 0 18 19 7 0 -1 8 -18 0 19 1 9 0 
100 76 15 27 50 46 40 46 15 8 62 13 78 47 37 43 96 25 21 88 64 0 4 2 -16 0 -17 -18 9 0 -1 -13 18 0 -2 -13 6 0 -11 16 17 0 10 11 14 0 19 20 8 0 14 -21 -14 0 8 -2 -13 0 12 21 -4 0 16 -13 -19 0 -8 -9 -5 0 -10 19 18 0 2 -4 -18 0 -4 -14 8 0 -17 -5 2 0 8 -13 12 0 7 9 6 0 -13 -3 5 0 -7 -3 9 0 
8 17 46 97 100 74 87 66 92 57 61 85 77 20 39 91 47 11 59 96 80 0 10 -16 -1 0 9 -6 8 0 3 -13 14 0 8 -7 18 0 -16 4 -8 0 -14 20 -21 0 -3 15 21 0 13 21 12 0 -5 -10 9 0 6 4 9 0 -15 -9 -21 0 -20 17 -1 0 18 -14 11 0 -1 -11 -15 0 17 -21 10 0 -20 -7 2 0 20 -10 -4 0 2 -9 -1 0 -11 -7 1 0 -11 -18 8 0 
96 55 44 93 72 20 90 15 97 17 91 70 11 50 19 43 72 55 60 70 94 0 -14 -10 1 0 8 14 13 0 -4 -16 -8 0 -21 -17 -9 0 4 -11 20 0 3 -6 -13 0 -2 5 -8 0 -16 -12 3 0 10 18 8 0 -20 1 19 0 3 -8 19 0 15 21 17 0 6 -17 16 0 7 18 -12 0 -9 13 12 0 18 -15 20 0 -13 -7 2 0 -9 -17 -2 0 -16 -13 8 0 -2 12 3 0 
55 51 9 38 33 20 94 24 31 5 25 38 95 82 42 20 39 40 88 39 50 0 -12 -1 5 0 1 -17 8 0 -7 2 -20 0 -13 1 9 0 -8 15 -20 0 11 -10 15 0 -17 9 -4 0 -8 -5 15 0 14 -19 -5 0 -19 -1 2 0 -19 -10 4 0 -9 12 -19 0 -15 -1 -12 0 -2 -16 -13 0 -9 11 -10 0 -8 -1 -5 0 6 -16 20 0 -5 10 -7 0 15 -6 12 0 16 11 -7 0 
54 44 100 21 99 95 73 4 50 82 79 100 28 74 79 23 36 5 86 53 93 0 -19 -12 -14 0 -8 -12 -5 0 6 11 17 0 19 17 -1 0 -19 13 8 0 -7 3 17 0 -9 -17 -10 0 -18 -17 14 0 -18 5 2 0 18 -14 7 0 11 5 -3 0 -20 5 17 0 5 -11 9 0 -5 4 -16 0 14 -7 -19 0 9 -21 18 0 -2 10 1 0 -20 -1 9 0 6 -4 20 0 -17 -21 -3 0 
10 39 73 49 78 59 90 69 45 43 19 49 66 76 85 85 43 73 33 63 84 0 -15 5 14 0 -7 -15 -16 0 -3 4 -8 0 11 15 4 0 9 16 -12 0 20 9 11 0 14 -10 -4 0 -12 8 3 0 11 16 9 0 5 20 -2 0 17 16 15 0 10 -1 15 0 16 18 6 0 -4 3 11 0 1 20 1 0 -3 20 -18 0 6 11 17 0 10 9 2 0 -14 -3 -4 0 -10 -6 -10 0 
9 71 28 53 89 99 72 79 69 10 51 27 32 29 19 53 28 79 54 31 71 0 -18 -15 -10 0 9 11 -20 0 21 -6 7 0 18 -12 -15 0 12 -7 1 0 -15 -8 21 0 7 8 20 0 -13 -6 12 0 7 -16 -17 0 -5 18 -2 0 -12 -14 -4 0 16 13 15 0 -10 20 7 0 -4 -21 5 0 -3 -11 16 0 5 -18 14 0 16 -7 -18 0 8 -16 4 0 -9 -18 -5 0 -8 -18 -4 0 
54 34 30 51 47 43 15 53 64 80 36 6 91 29 94 53 56 55 2 12 46 0 8 5 -9 0 -1 13 6 0 4 1 19 0 -18 4 17 0 14 17 9 0 -12 -6 1 0 2 -14 9 0 -8 -3 -19 0 -21 -11 -15 0 -12 -10 9 0 -1 -6 15 0 13 -10 21 0 5 17 18 0 5 4 8 0 -16 -3 17 0 -2 -1 -15 0 -12 -21 -1 0 -14 17 11 0 21 -3 19 0 18 -16 4 0 
63 32 34 28 97 62 41 81 75 66 38 38 47 6 55 62 46 20 30 49 50 0 -20 18 -12 0 -19 -10 -16 0 5 3 -2 0 14 -1 14 0 7 8 -16 0 -14 12 10 0 -13 7 10 0 -19 1 -11 0 8 1 19 0 21 18 -12 0 7 19 -18 0 -13 2 12 0 21 13 10 0 19 12 -15 0 9 18 20 0 5 -13 17 0 10 -17 -2 0 -17 6 -11 0 -17 -7 15 0 -6 21 -4 0 
47 73 11 74 9 79 20 13 12 1 55 53 27 54 51 14 88 30 96 68 66 0 8 16 -5 0 12 -20 -3 0 5 14 6 0 -15 -4 14 0 -13 -5 2 0 -21 19 -20 0 -11 -21 -13 0 -8 21 16 0 7 -13 20 0 -7 -4 -13 0 -2 10 5 0 15 -14 6 0 7 13 -14 0 21 16 9 0 -7 10 -6 0 4 -3 21 0 11 -20 -6 0 -14 -7 15 0 -8 -21 10 0 -21 19 3 0 
80 33 100 41 76 37 95 87 49 90 21 96 22 76 35 19 53 37 97 66 41 0 16 -6 -4 0 14 -4 11 0 4 11 20 0 -4 -6 -15 0 2 13 15 0 -9 -14 -20 0 18 15 -17 0 12 7 16 0 -20 -21 10 0 8 10 2 0 -10 -14 19 0 13 14 -6 0 -16 -14 -19 0 -15 14 16 0 -11 -2 -19 0 -6 -21 2 0 -15 -1 -21 0 -3 10 -14 0 21 -13 16 0 -12 -11 9 0 
50 14 20 26 16 79 68 40 85 96 39 10 29 63 80 86 26 43 33 43 50 0 6 12 4 0 9 2 18 0 15 -2 -17 0 -21 -4 -9 0 2 -8 14 0 8 -6 14 0 -10 8 20 0 14 -17 9 0 17 -8 20 0 14 16 -11 0 -9 -21 -11 0 -20 -12 6 0 -4 19 -10 0 9 -17 7 0 -10 -1 -13 0 15 4 16 0 2 -3 -16 0 -7 5 -18 0 -13 -12 -16 0 -12 -21 8 0 
91 78 11 83 69 22 63 50 56 88 91 20 82 28 23 4 80 44 32 81 11 0 -19 8 -17 0 11 -14 20 0 14 10 6 0 21 14 -15 0 -11 -13 -1 0 -20 -17 8 0 10 -15 17 0 -10 7 -9 0 7 -2 17 0 5 -11 -8 0 4 11 -4 0 7 20 7 0 6 14 -12 0 2 -12 14 0 1 -10 8 0 15 -21 -14 0 -12 -3 18 0 -8 19 11 0 -6 -4 12 0 21 15 8 0 
73 90 15 22 70 44 7 35 81 2 63 9 12 79 14 30 79 33 58 59 50 0 -17 9 -16 0 -2 -12 16 0 15 4 -14 0 -16 7 9 0 -6 -20 19 0 9 16 10 0 5 19 6 0 -17 -5 17 0 -7 13 1 0 14 -1 7 0 20 2 17 0 -21 18 -6 0 -17 -3 1 0 13 -19 -15 0 8 14 -4 0 -14 -10 -12 0 -3 -19 10 0 -16 8 -11 0 3 -20 -19 0 14 -8 -21 0 
97 69 35 100 7 93 100 76 66 12 53 35 78 76 78 55 38 3 6 61 67 0 -5 20 15 0 21 -1 -10 0 -13 -4 -6 0 -10 11 13 0 -18 16 20 0 -3 20 14 0 21 -7 19 0 7 1 14 0 7 -2 -13 0 -17 -3 -2 0 -13 -17 14 0 -9 -12 21 0 13 5 16 0 -6 19 18 0 8 9 -2 0 -12 21 15 0 -8 15 -14 0 -1 -18 -11 0 -3 9 17 0 3 9 4 0 
36 49 63 86 95 91 90 30 76 42 45 4 95 72 91 68 22 43 87 47 56 0 -19 7 20 0 7 -10 -7 0 -9 -3 5 0 -6 9 6 0 2 19 -4 0 -20 -7 -1 0 -3 -4 2 0 -6 -16 15 0 -9 11 -2 0 -13 -8 5 0 8 13 -19 0 -7 6 16 0 19 -18 -20 0 14 5 -18 0 -9 8 -15 0 4 13 14 0 -3 -5 18 0 -2 7 -12 0 -2 20 -11 0 -9 -10 9 0 
11 5 57 37 59 75 79 36 65 52 74 20 32 91 88 84 85 3 2 19 18 0 8 19 -15 0 -17 -12 -6 0 -15 -17 18 0 15 7 10 0 -2 -1 -18 0 -16 5 -18 0 14 15 9 0 5 1 -13 0 -11 -8 6 0 -3 8 -13 0 10 7 6 0 -7 13 -21 0 16 -18 -20 0 10 -17 14 0 -2 16 -10 0 12 21 18 0 8 10 -7 0 -11 13 10 0 -15 -10 16 0 -17 -13 -8 0 
96 36 3 49 32 3 87 2 68 55 61 50 64 91 79 70 25 15 81 24 35 0 -18 14 -11 0 -21 -12 -1 0 -19 -15 -5 0 18 15 16 0 13 12 -6 0 -16 3 -6 0 -3 15 -1 0 10 14 16 0 -20 16 -2 0 8 -10 18 0 -21 13 -8 0 21 -8 -9 0 -21 -19 -12 0 17 -12 -2 0 20 -18 10 0 -1 -10 18 0 -4 10 -15 0 -8 5 -8 0 17 9 4 0 6 15 -4 0 
92 21 22 44 18 27 19 78 47 40 59 12 69 44 12 57 31 45 93 9 40 0 14 -5 -7 0 11 -10 -14 0 -13 18 -17 0 -6 13 7 0 -16 6 -8 0 5 -1 15 0 16 21 7 0 4 -14 -12 0 -16 -7 -15 0 2 21 13 0 15 -3 2 0 -21 -20 16 0 -8 21 17 0 -6 7 14 0 21 6 18 0 3 10 -3 0 1 -2 16 0 21 -14 -20 0 -6 16 -14 0 -9 21 9 0 
85 32 10 52 6 7 89 91 16 58 77 40 18 58 20 95 54 20 56 82 5 0 -7 -13 18 0 6 -9 8 0 19 -7 -17 0 -6 -12 -18 0 13 -11 -12 0 3 8 21 0 -18 -16 -5 0 9 -17 -16 0 -1 -17 -20 0 -10 13 -16 0 -5 -4 -10 0 15 7 3 0 20 9 -6 0 -20 6 -4 0 -16 -7 -5 0 -16 -17 3 0 -10 -3 -6 0 -13 -18 20 0 -21 -4 6 0 -5 10 -21 0 
8 75 19 9 86 58 10 77 60 61 2 100 88 85 7 91 16 34 44 18 45 0 19 11 -5 0 10 -3 12 0 18 -3 18 0 -4 -8 -9 0 18 -8 -20 0 15 -7 2 0 -1 -10 -4 0 -10 -18 -3 0 -9 -10 -17 0 -19 -13 -9 0 -8 1 -6 0 20 -14 -8 0 2 -8 -17 0 -13 9 -11 0 3 21 -10 0 18 7 8 0 21 -19 7 0 -6 -5 9 0 -7 13 -12 0 18 20 -2 0 
16 81 54 45 37 26 7 9 82 96 100 37 10 47 34 59 78 16 21 72 91 0 -16 -14 1 0 -14 6 -14 0 6 -19 5 0 15 -10 15 0 -13 15 -6 0 4 10 12 0 20 -21 -19 0 2 7 -3 0 -13 -21 -5 0 -2 -15 13 0 -1 15 8 0 -15 -3 -5 0 -1 -2 5 0 15 18 11 0 -4 -15 7 0 -13 17 -12 0 -7 10 12 0 14 -9 -18 0 12 6 20 0 4 15 -16 0 
17 49 16 34 81 97 20 96 69 1 65 92 65 65 4 86 35 64 77 75 58 0 17 -3 -12 0 21 9 -21 0 2 13 -9 0 -12 1 -14 0 16 13 15 0 -12 -4 -5 0 14 -20 -6 0 -1 8 19 0 -7 -10 -12 0 8 -10 17 0 -5 15 21 0 19 2 -8 0 -14 12 5 0 -14 21 -2 0 1 -8 21 0 -1 -19 2 0 3 -14 17 0 12 5 -9 0 -12 2 -21 0 5 6 2 0 
70 39 35 58 33 39 80 7 83 33 10 15 28 2 40 54 66 6 31 66 29 0 6 -15 7 0 9 16 8 0 -5 1 -20 0 -13 -21 20 0 -3 16 6 0 10 17 -14 0 -15 6 -19 0 6 2 -20 0 14 -16 18 0 -8 14 -1 0 -11 -1 -20 0 5 4 14 0 15 14 -12 0 -13 10 -8 0 -5 -2 14 0 -1 7 11 0 18 19 3 0 15 1 10 0 -15 -12 -5 0 -7 6 5 0 
51 45 14 1 62 41 14 27 27 60 15 20 17 57 42 50 48 37 6 84 8 0 11 5 -10 0 -13 7 -20 0 -19 -8 -10 0 12 5 21 0 12 17 -1 0 2 8 14 0 -1 3 5 0 21 20 -1 0 6 13 8 0 15 2 3 0 -7 14 17 0 16 9 -5 0 19 2 -17 0 2 -9 -2 0 -18 -20 -21 0 -5 -13 19 0 10 -5 1 0 -12 17 3 0 -4 13 11 0 -12 21 9 0 
60 49 26 100 25 5 88 46 82 31 42 18 20 21 40 61 8 59 45 51 34 0 -2 -17 -13 0 -2 -10 -20 0 -5 16 3 0 20 -8 -16 0 13 -19 3 0 -14 9 5 0 2 15 -4 0 13 1 4 0 -16 -15 13 0 3 -9 13 0 11 14 21 0 1 -13 6 0 1 -16 -11 0 -10 4 -13 0 -1 9 -12 0 20 -6 -4 0 -20 13 -10 0 6 21 5 0 -7 13 17 0 9 2 13 0 
92 11 86 61 89 16 35 58 82 41 47 23 72 73 55 30 75 61 19 34 11 0 15 -16 18 0 10 -6 3 0 -19 21 1 0 2 16 -6 0 -8 14 -16 0 21 -16 -17 0 9 21 -4 0 -15 -12 13 0 2 -6 10 0 -21 17 -7 0 -2 -8 10 0 -19 8 9 0 -20 11 3 0 10 -5 -18 0 -14 8 1 0 5 -8 -3 0 12 13 7 0 -19 18 -17 0 -16 21 -1 0 19 18 14 0 
3 2 57 5 74 50 2 66 28 8 28 93 46 53 68 35 69 65 4 18 31 0 1 7 21 0 -6 15 -5 0 -8 20 -6 0 4 -20 -9 0 -4 13 10 0 5 4 -14 0 18 -16 19 0 20 15 -21 0 -9 -16 -21 0 -6 1 -7 0 6 16 -13 0 -5 -10 2 0 -16 6 15 0 11 12 16 0 -19 20 10 0 1 13 -6 0 5 6 -7 0 4 -1 13 0 -5 -16 -3 0 4 -3 -17 0 
52 49 51 7 56 63 84 92 58 80 92 68 71 13 72 42 25 93 90 90 19 0 10 15 8 0 -5 7 -15 0 18 13 -6 0 4 -7 -6 0 9 -3 -4 0 -19 -5 -18 0 4 -5 12 0 1 8 6 0 -15 16 14 0 -4 -20 13 0 19 15 13 0 12 1 -2 0 -6 -7 6 0 10 9 7 0 -12 -3 4 0 -16 9 3 0 2 19 2 0 -3 -17 -21 0 -1 -6 17 0 -8 14 -7 0 
