p cnf 21 30
24 18 34 26 38 80 76 54 67 72 88 24 40 88 68 98 76 53 16 55 74 0 6 17 19 0 -18 10 -21 0 -10 -14 -4 0 8 -14 -15 0 -3 -15 -20 0 -8 5 -4 0 3 -21 -12 0 1 -16 -3 0 -2 -16 8 0 10 -21 19 0 11 10 -8 0 -14 8 7 0 -5 -16 -15 0 2 8 7 0 9 14 19 0 -13 20 -18 0 -12 2 -8 0 3 6 14 0 8 19 13 0 9 10 -11 0 10 -21 -17 0 18 13 -7 0 2 -15 -1 0 -9 -5 -1 0 8 19 -11 0 18 -7 3 0 17 -11 -14 0 4 -1 20 0 -4 -7 -13 0 -1 -14 13 0 
29 16 81 98 55 49 94 85 29 61 14 66 9 86 37 2 79 51 36 52 18 0 10 14 -3 0 -6 -2 17 0 2 -8 2 0 16 -3 16 0 20 -3 1 0 19 -5 -3 0 -21 5 12 0 5 17 11 0 -13 -8 -3 0 19 21 -18 0 -11 5 -6 0 16 -14 -2 0 18 -6 3 0 -16 7 -5 0 -4 -2 -15 0 1 2 -20 0 12 -18 5 0 -14 9 3 0 19 14 4 0 8 15 9 0 -3 7 -8 0 -7 -16 21 0 -18 17 9 0 14 15 8 0 20 4 -18 0 19 -15 -20 0 5 -17 -6 0 -19 -7 -5 0 10 -21 -1 0 -19 15 10 0 
23 70 43 48 47 13 15 94 44 19 93 34 16 81 29 30 75 5 54 38 19 0 -4 14 19 0 -1 -18 -2 0 20 4 17 0 -13 19 -14 0 17 14 -10 0 4 -12 -18 0 -5 -4 5 0 18 -2 -4 0 -10 -3 19 0 5 19 -3 0 -7 -17 -20 0 -3 6 20 0 7 -10 -13 0 -2 6 5 0 -15 -14 3 0 15 20 -3 0 -21 16 6 0 14 -8 17 0 -12 17 20 0 -10 8 -6 0 12 -20 12 0 19 -7 -19 0 -14 5 2 0 -20 15 7 0 18 19 -15 0 -13 -7 -2 0 14 5 -6 0 19 7 10 0 -18 20 -17 0 10 -18 12 0 
9 35 54 44 60 100 99 91 92 87 29 29 90 41 97 62 64 87 89 58 68 0 -8 18 -10 0 -7 -18 -9 0 6 4 -8 0 -10 9 -6 0 13 -1 -13 0 -7 -20 1 0 17 -13 -17 0 6 1 17 0 -20 -11 -10 0 -16 10 21 0 2 9 12 0 -16 11 -6 0 3 -13 19 0 4 -12 18 0 -1 -6 -5 0 18 -16 20 0 15 -8 -17 0 3 20 -19 0 3 -8 11 0 -10 13 -18 0 17 21 16 0 12 -10 -8 0 -10 -4 -15 0 -4 -2 1 0 2 -16 -6 0 9 -17 5 0 18 4 -12 0 -10 -13 -2 0 15 9 14 0 -6 3 -5 0 
15 53 75 21 70 82 91 82 42 4 70 91 77 12 12 41 4 92 51 3 42 0 18 9 -6 0 -3 -15 14 0 4 -9 8 0 -11 18 7 0 -2 -9 -4 0 -5 -15 -7 0 -12 -14 -12 0 -13 -8 -18 0 15 5 6 0 10 19 -15 0 1 -3 -4 0 13 16 -17 0 10 19 -4 0 -7 -20 -4 0 20 6 8 0 13 -19 -1 0 -6 14 19 0 -7 15 6 0 -3 -7 1 0 -19 17 -21 0 -11 19 4 0 18 -9 -10 0 -8 -16 20 0 -17 -1 -7 0 2 -4 -7 0 -1 -12 2 0 12 1 -3 0 -19 1 8 0 12 -21 1 0 -8 6 -18 0 
20 56 65 42 33 25 35 20 63 33 32 37 42 48 94 51 86 63 59 27 77 0 -12 -19 9 0 21 16 5 0 -14 -21 8 0 20 14 -16 0 -10 -8 5 0 1 -2 8 0 -17 5 15 0 21 6 -4 0 15 7 -19 0 -10 -16 12 0 -11 -15 10 0 -3 -6 -5 0 -10 13 -10 0 -21 -9 -4 0 -12 -16 17 0 19 6 11 0 -13 -5 21 0 -5 18 -11 0 19 13 12 0 -2 6 15 0 2 -15 -4 0 -14 -19 18 0 -16 19 18 0 13 18 1 0 21 -12 -19 0 -7 -15 17 0 -21 14 2 0 3 10 9 0 -19 -18 16 0 17 15 -1 0 
28 62 85 27 93 12 71 76 69 85 88 60 66 54 63 25 29 74 11 28 36 0 1 -3 -10 0 17 -11 -8 0 -6 8 -14 0 18 13 -8 0 21 11 -9 0 3 10 12 0 -18 10 -17 0 -5 -13 16 0 7 -20 -12 0 -19 10 -9 0 10 -3 -19 0 -14 -13 -11 0 -19 18 -3 0 -17 1 16 0 -5 -4 -11 0 13 3 12 0 -2 -19 18 0 10 -17 -5 0 16 -18 -3 0 -20 -11 -3 0 -12 -14 -6 0 20 14 -7 0 -21 7 -13 0 12 -21 3 0 -12 1 21 0 12 -17 -8 0 20 -12 -15 0 3 4 -10 0 -12 -16 -7 0 17 -16 15 0 
8 44 71 54 39 51 48 87 55 68 28 14 77 46 76 30 11 82 46 17 16 0 -3 20 17 0 -19 -5 10 0 20 -11 -12 0 20 -21 8 0 -2 -13 5 0 12 10 19 0 -16 -21 4 0 -10 -6 10 0 -17 -12 -1 0 2 21 -20 0 -21 -17 10 0 11 -12 16 0 14 -3 20 0 -16 10 -20 0 18 21 5 0 20 2 19 0 -1 20 -6 0 5 12 -6 0 -20 -18 12 0 -7 -1 7 0 -10 -15 16 0 20 -1 8 0 -6 13 9 0 -15 -11 13 0 3 -7 18 0 -4 15 13 0 6 -4 6 0 -10 19 6 0 15 8 7 0 3 13 7 0 
27 56 82 94 4 74 95 68 95 9 99 93 84 89 72 88 59 17 28 3 1 0 15 -9 -17 0 -1 -21 -2 0 -19 11 -12 0 10 -3 -8 0 3 -12 -18 0 -1 10 15 0 -7 -16 18 0 -17 10 3 0 -17 -19 -17 0 -15 12 -17 0 21 2 9 0 17 4 19 0 21 5 -19 0 -2 14 -4 0 16 -8 -15 0 -7 -8 -15 0 12 3 -5 0 18 5 13 0 -2 1 -5 0 11 14 13 0 20 6 12 0 -9 5 -1 0 4 9 8 0 3 15 -13 0 -6 -13 -20 0 -17 2 18 0 -1 8 -12 0 -8 1 -14 0 -8 -15 13 0 20 -14 -13 0 
79 91 59 71 83 24 43 93 11 25 7 34 47 55 75 72 40 92 17 99 3 0 -12 5 -1 0 8 11 19 0 7 19 10 0 -20 1 -7 0 -4 6 15 0 -20 13 20 0 21 18 -2 0 3 19 10 0 14 -9 -20 0 -7 15 12 0 -3 -10 -12 0 5 14 2 0 -11 -12 4 0 -15 -2 -13 0 6 -5 -8 0 -7 1 -17 0 12 19 -3 0 5 -20 -17 0 -2 16 9 0 16 -1 18 0 7 -12 -8 0 12 -8 -12 0 18 13 -1 0 18 16 -4 0 15 -17 -11 0 19 -14 2 0 -14 18 20 0 8 -21 8 0 5 -20 -12 0 -19 15 -16 0 
32 43 70 2 62 75 32 93 82 86 8 27 4 11 99 24 52 38 39 53 24 0 -4 -18 2 0 -17 15 13 0 -19 -2 16 0 -8 -12 -2 0 -20 18 17 0 -9 21 2 0 4 -10 -5 0 19 -11 2 0 20 8 -11 0 -4 14 12 0 -1 -9 -7 0 16 2 8 0 -14 -13 17 0 20 -12 -4 0 11 -7 -3 0 -10 -15 1 0 7 6 18 0 12 -16 11 0 -14 1 -11 0 -5 7 20 0 8 10 3 0 18 3 -13 0 -12 5 -4 0 11 -18 -20 0 -13 3 -12 0 -3 5 -16 0 20 -10 11 0 -15 21 1 0 7 17 20 0 8 15 -5 0 
28 80 97 64 84 70 3 51 45 89 55 21 28 91 60 77 37 100 43 27 52 0 7 16 11 0 19 14 -11 0 5 -21 1 0 -9 2 4 0 20 -15 3 0 -17 -8 14 0 10 6 5 0 -19 -4 -18 0 2 -3 -19 0 11 14 -19 0 -1 11 -16 0 -17 10 -19 0 -9 -14 -10 0 1 2 17 0 -18 -9 15 0 -17 6 21 0 -11 15 -8 0 7 -2 -15 0 -21 -13 -16 0 12 -1 4 0 -15 10 16 0 7 20 16 0 8 9 2 0 -4 -9 -15 0 -20 -14 7 0 -11 -4 17 0 -14 -9 -19 0 -1 -2 -5 0 -9 -3 4 0 -1 -20 18 0 
52 21 86 6 88 15 48 75 56 83 16 93 87 67 72 2 38 56 91 17 90 0 -16 1 15 0 -6 19 -13 0 11 -18 -21 0 6 18 19 0 -16 -15 5 0 -13 -17 -8 0 14 -16 19 0 -13 9 13 0 -7 8 14 0 -8 2 10 0 -19 4 13 0 15 4 -14 0 -15 1 -3 0 -1 7 -12 0 17 4 -7 0 -9 16 -6 0 -3 -12 -6 0 21 19 5 0 -4 10 -12 0 6 10 12 0 -9 -12 -18 0 -21 -5 17 0 -3 20 -3 0 18 9 14 0 -2 3 20 0 -10 -3 -21 0 -14 -10 7 0 12 13 16 0 -19 -8 9 0 11 -20 -16 0 
43 95 31 70 22 96 17 39 57 17 70 13 5 7 65 35 19 18 58 64 19 0 -18 6 13 0 -12 -18 13 0 19 16 12 0 -21 19 4 0 -20 -19 1 0 -19 -12 -9 0 -6 -19 18 0 -1 18 -5 0 14 9 -12 0 -8 -7 1 0 4 -5 -3 0 -10 1 17 0 10 5 10 0 -17 5 6 0 -5 20 4 0 -15 18 21 0 8 -19 13 0 -5 -8 5 0 -1 14 -11 0 16 20 5 0 7 -18 12 0 -19 -11 -12 0 -19 18 -21 0 20 11 20 0 -17 -21 -15 0 13 -12 -7 0 -15 -21 17 0 19 -21 -9 0 -15 -6 -14 0 -8 7 18 0 
11 17 92 73 12 85 61 9 12 58 64 83 16 74 17 15 87 52 34 14 83 0 -15 13 17 0 -8 10 -9 0 1 5 -17 0 -15 -8 21 0 -19 7 4 0 -17 15 7 0 2 14 -2 0 -16 -6 -20 0 -15 7 20 0 -3 -9 17 0 11 21 6 0 11 -18 -15 0 -3 -19 3 0 -4 8 -15 0 -11 18 -2 0 5 -1 17 0 10 -9 -7 0 -1 -8 -12 0 15 19 -17 0 12 -16 11 0 12 5 -16 0 -1 -16 -3 0 10 18 8 0 -15 -3 -1 0 3 -16 20 0 -17 -1 -14 0 7 -2 13 0 -11 15 -19 0 12 6 2 0 12 -13 -8 0 
70 73 45 5 66 98 56 62 79 25 65 90 68 66 75 56 72 26 36 58 47 0 -9 18 4 0 5 11 -6 0 20 12 -10 0 -5 -11 20 0 -6 11 -15 0 -17 -21 8 0 10 -19 -13 0 -15 -5 -1 0 -15 -8 -9 0 -17 18 13 0 -20 -2 -4 0 -14 -10 -14 0 -12 -5 6 0 16 7 3 0 20 11 -12 0 -19 10 9 0 13 16 -2 0 -13 5 -18 0 6 -9 -10 0 5 -9 -20 0 6 20 8 0 11 -10 7 0 1 -12 11 0 15 -21 -9 0 4 -5 -15 0 -4 -2 -10 0 8 -18 14 0 -7 15 -18 0 12 4 -21 0 -20 17 21 0 
94 4 66 27 21 94 14 64 48 55 83 36 44 52 3 53 9 4 90 71 21 0 17 18 21 0 10 -17 -20 0 9 -14 -19 0 15 -7 11 0 -15 13 19 0 14 7 20 0 -17 5 -1 0 -20 -5 -6 0 -18 20 14 0 -19 4 2 0 -21 18 -10 0 11 20 12 0 13 7 -18 0 17 -6 -13 0 -1 20 19 0 -21 12 21 0 8 -19 20 0 -4 17 7 0 17 -3 14 0 -18 -21 15 0 -13 12 -6 0 19 -16 18 0 -21 18 -9 0 -21 8 -20 0 16 18 -2 0 -21 -3 18 0 -16 -7 -5 0 8 6 -14 0 5 12 18 0 -16 -3 7 0 
7 36 74 98 77 32 61 21 60 10 57 93 19 2 10 70 64 31 59 42 51 0 -21 -1 10 0 11 -7 16 0 -1 -10 -6 0 -4 -7 9 0 -11 7 17 0 -13 8 -10 0 -4 -21 1 0 -8 9 -21 0 11 -18 -19 0 -10 -20 21 0 -15 -2 -3 0 8 14 12 0 2 -20 6 0 17 5 -12 0 -19 8 17 0 6 14 10 0 -20 -5 -11 0 -21 -20 18 0 -8 -16 1 0 18 -3 10 0 -1 -2 19 0 8 -3 2 0 4 1 -19 0 20 -7 -13 0 -21 11 18 0 19 2 5 0 -6 -18 17 0 7 19 -11 0 -4 11 -19 0 -2 5 -4 0 
80 38 10 93 1 61 24 72 14 47 79 1 67 22 61 90 92 96 31 62 63 0 -2 -9 2 0 -11 -5 -6 0 -2 -15 10 0 18 -11 -13 0 2 -1 -8 0 -2 -16 6 0 16 21 -20 0 -2 -17 -12 0 15 -17 -14 0 -5 -9 21 0 -9 -20 4 0 -19 -17 15 0 18 -12 -6 0 -8 11 18 0 -15 5 12 0 -2 15 9 0 18 14 20 0 -7 20 6 0 -13 9 21 0 -15 -18 7 0 14 7 -2 0 -1 -13 2 0 15 16 19 0 -1 -4 7 0 -12 1 -4 0 -1 -19 12 0 -5 20 19 0 11 -6 -8 0 -18 -3 -19 0 -3 -8 17 0 
16 38 66 37 4 68 50 80 68 61 21 26 21 4 77 30 87 35 20 35 59 0 -3 2 12 0 15 -10 5 0 10 20 9 0 -11 -10 -13 0 -17 -12 -13 0 -14 -18 21 0 9 5 12 0 7 -2 -8 0 20 2 -4 0 17 -5 -16 0 18 8 -5 0 -21 17 4 0 -1 -4 -5 0 20 12 -1 0 21 -9 -1 0 17 8 5 0 15 -2 -17 0 12 -2 18 0 -3 -14 -1 0 -17 -3 15 0 14 -10 -14 0 -9 18 -9 0 7 -20 21 0 -14 -12 -21 0 6 -8 9 0 15 17 6 0 -12 6 -7 0 -11 -21 5 0 6 20 7 0 1 -12 11 0 
94 31 89 73 50 77 97 57 41 59 95 54 86 15 37 74 59 58 56 25 78 0 14 11 -14 0 21 10 -9 0 -17 8 -19 0 14 -5 -21 0 -19 -17 -12 0 -1 4 15 0 6 8 17 0 10 8 18 0 -11 -16 11 0 10 9 7 0 16 9 -3 0 -16 8 -1 0 -8 7 15 0 -16 9 13 0 15 -9 -12 0 11 7 18 0 19 -14 -3 0 -17 -13 15 0 -17 -8 -14 0 2 -10 -11 0 9 15 1 0 -8 11 -4 0 -20 -13 -7 0 -12 -21 -5 0 -15 -14 -5 0 -9 7 21 0 -18 7 -8 0 -5 21 -2 0 7 -18 -5 0 16 6 17 0 
27 52 10 2 51 55 43 87 32 99 74 80 4 99 17 25 100 52 10 81 9 0 10 -5 -20 0 -12 17 13 0 15 -20 21 0 11 15 12 0 9 14 -11 0 1 -18 5 0 -4 -19 9 0 13 11 13 0 -18 -19 -2 0 -19 -7 9 0 -15 18 8 0 20 -15 -12 0 -7 15 14 0 -8 13 -6 0 17 -11 9 0 4 -1 -21 0 16 -11 3 0 12 3 -18 0 -20 -19 -2 0 14 1 -7 0 10 1 -6 0 -17 15 6 0 3 -21 19 0 -16 -18 2 0 -12 13 16 0 20 5 -13 0 -14 6 7 0 19 4 -10 0 9 -14 -16 0 -19 -8 -14 0 
64 70 96 46 17 64 68 15 49 96 31 67 43 73 85 83 73 60 62 73 30 0 -21 -11 14 0 -20 5 -2 0 19 -16 -18 0 -3 10 -18 0 -10 -13 -6 0 12 9 -16 0 20 -2 -15 0 -10 -6 14 0 21 -4 -21 0 9 17 15 0 7 -4 -3 0 -11 10 12 0 1 -21 16 0 19 -16 -14 0 6 16 -8 0 21 -8 4 0 19 -5 -2 0 -7 13 -3 0 15 -18 -21 0 -20 -7 1 0 16 3 2 0 -8 -18 1 0 -4 -14 8 0 19 15 -6 0 -3 14 -13 0 19 12 7 0 1 -9 -4 0 -10 -11 18 0 -19 -15 8 0 2 21 -12 0 
40 58 77 30 48 76 28 43 26 4 36 31 55 71 58 26 4 20 82 1 85 0 -20 13 -14 0 -16 -9 -8 0 19 17 -6 0 11 -14 16 0 20 -6 8 0 16 -1 -18 0 21 -17 15 0 18 -1 -8 0 16 19 -18 0 -12 -2 -4 0 13 -8 -2 0 -15 20 -15 0 14 6 -20 0 -11 5 -14 0 4 -13 3 0 -19 17 9 0 10 9 1 0 17 13 -6 0 -8 -21 -11 0 1 10 18 0 -9 -12 -20 0 -21 -17 -15 0 -10 17 -16 0 -20 -6 -3 0 -4 14 -15 0 -3 15 19 0 -18 -6 -14 0 15 7 6 0 20 18 4 0 -2 -9 2 0 
93 71 13 41 29 71 61 55 66 17 5 33 36 1 43 19 20 90 81 20 84 0 -18 7 10 0 2 -20 -17 0 3 6 19 0 -11 6 -11 0 3 -5 -7 0 -20 2 -15 0 -2 13 -15 0 12 -9 -12 0 -6 20 13 0 -21 -15 -8 0 -17 -21 8 0 -10 19 -20 0 17 -11 2 0 16 -12 10 0 3 12 6 0 21 9 -17 0 -21 7 -8 0 -21 -14 12 0 -1 12 -6 0 -7 19 10 0 -3 -11 -1 0 -10 7 18 0 19 -15 -3 0 -20 8 -13 0 -8 -17 9 0 -4 -11 20 0 -18 9 1 0 14 17 -4 0 -8 20 -10 0 4 -2 -15 0 
31 20 39 38 5 2 73 54 64 87 32 78 63 97 30 51 33 77 22 76 71 0 -13 -4 1 0 18 9 18 0 -1 13 1 0 -16 18 9 0 7 -6 16 0 -11 -3 10 0 -3 -5 20 0 -7 17 -3 0 15 4 -13 0 -14 1 -18 0 -16 5 -11 0 -12 -17 18 0 20 17 20 0 2 -3 -18 0 -17 11 3 0 -8 -12 14 0 -3 12 -17 0 12 8 7 0 4 17 -11 0 -18 -8 20 0 5 2 -6 0 16 -12 1 0 -21 2 -18 0 6 21 -11 0 -3 -5 -8 0 -20 17 -5 0 -17 6 -8 0 -2 -17 -9 0 -7 -13 -1 0 13 17 21 0 
55 1 7 83 25 6 97 87 66 59 26 91 51 15 65 50 80 69 17 69 2 0 -9 20 -15 0 -13 6 15 0 -6 11 -9 0 3 5 16 0 -1 4 12 0 11 -18 3 0 -17 -5 -21 0 -7 -15 8 0 -7 -21 18 0 21 -9 -17 0 -13 -7 -19 0 3 2 -7 0 21 10 -12 0 19 8 -5 0 9 -1 13 0 5 1 7 0 8 -7 -2 0 20 13 17 0 9 -8 9 0 18 -11 19 0 21 -7 -11 0 13 4 -16 0 1 16 -17 0 -19 3 5 0 1 -21 -19 0 16 5 -16 0 15 13 -1 0 14 -9 14 0 -19 2 15 0 2 -11 13 0 
98 56 92 82 51 58 4 39 38 74 96 6 7 20 14 36 27 46 24 79 83 0 19 -5 -8 0 -19 9 -12 0 15 5 17 0 10 2 -5 0 11 -19 -4 0 14 -4 16 0 17 -8 7 0 12 -7 11 0 20 -13 -6 0 5 15 -19 0 -13 -16 -21 0 6 -2 21 0 13 6 4 0 -19 7 -12 0 -18 3 13 0 -2 -3 -12 0 10 14 19 0 10 4 -9 0 -8 -12 -20 0 18 -14 3 0 15 -5 18 0 15 12 -11 0 -15 16 12 0 2 -7 -8 0 -10 -18 21 0 -5 18 6 0 -20 -17 21 0 14 3 -9 0 8 -14 -15 0 7 -11 13 0 
80 93 48 32 45 18 27 26 74 62 68 46 85 90 44 45 64 59 9 69 18 0 -12 19 -9 0 -16 -3 1 0 19 -10 4 0 -15 13 10 0 -3 -10 7 0 -15 -10 -14 0 -11 2 -6 0 4 12 -21 0 -3 12 7 0 12 15 -12 0 -11 5 -21 0 -17 2 15 0 -20 -1 8 0 10 -18 -13 0 10 -9 -20 0 7 1 18 0 -5 -13 -2 0 13 17 -21 0 8 21 -13 0 -17 -10 16 0 -20 8 9 0 18 20 8 0 -15 21 -15 0 -10 9 2 0 12 -5 -15 0 -3 16 -14 0 -19 17 8 0 17 12 17 0 -11 18 9 0 -14 16 -1 0 
78 98 79 89 10 11 12 35 94 4 47 45 57 77 7 50 23 78 4 74 87 0 -12 -9 -12 0 2 6 -9 0 1 -7 1 0 -7 1 -7 0 8 6 -10 0 -13 4 -5 0 4 -17 13 0 -14 9 12 0 -20 14 13 0 9 -10 -19 0 1 21 -2 0 6 -8 6 0 -4 -14 20 0 10 8 -4 0 20 7 8 0 -6 -2 -3 0 -2 -13 -20 0 5 9 -14 0 6 12 -2 0 8 -4 3 0 14 -13 10 0 21 -17 -19 0 8 -14 18 0 -17 6 13 0 18 -4 8 0 9 -12 10 0 -11 7 -20 0 18 4 -16 0 13 -18 15 0 -2 5 -7 0 
59 15 82 36 14 93 97 92 76 35 24 24 1 45 1 61 35 10 98 12 60 0 20 -6 8 0 -18 20 -4 0 -2 17 4 0 -13 1 7 0 11 6 11 0 -15 -7 -12 0 1 -13 6 0 5 16 7 0 -18 1 2 0 21 -9 13 0 6 1 12 0 -8 14 15 0 13 -12 -17 0 4 11 7 0 6 20 -10 0 -8 -17 -7 0 17 16 8 0 4 3 -2 0 12 9 2 0 9 -17 19 0 -3 -12 -1 0 3 9 15 0 -13 -16 11 0 -16 -17 -13 0 2 -4 17 0 -4 1 3 0 6 -7 -15 0 -5 9 -12 0 -7 -10 -18 0 -9 18 4 0 
29 92 82 5 42 84 68 92 49 83 7 58 8 52 37 81 54 12 80 16 29 0 2 18 5 0 18 16 -4 0 -11 -18 2 0 3 9 -7 0 13 14 -20 0 6 5 20 0 15 -19 1 0 -8 2 -16 0 3 8 -3 0 15 -2 1 0 10 8 9 0 -20 -6 4 0 -3 -13 -10 0 -3 -8 -6 0 3 1 -10 0 -9 20 4 0 13 9 -17 0 6 5 -20 0 1 -6 11 0 -8 -15 -17 0 18 10 -16 0 2 -17 12 0 -9 18 -6 0 -3 2 -20 0 16 -7 1 0 -13 11 17 0 -1 -5 -6 0 -19 20 15 0 -10 -8 9 0 -12 -2 -8 0 
