p cnf 15 25
89 5 66 31 1 36 54 43 53 97 65 52 74 1 45 0 8 -4 -1 0 8 -4 1 0 14 8 -15 0 3 -4 -6 0 8 7 12 0 15 10 -4 0 -6 -5 1 0 -14 -10 1 0 -15 13 15 0 3 5 10 0 11 -14 -5 0 13 -1 -15 0 3 15 2 0 -1 -14 -15 0 -13 -6 9 0 2 12 -1 0 15 -10 8 0 -10 -9 12 0 4 15 12 0 -15 6 -8 0 12 -6 15 0 -14 -9 6 0 5 -9 8 0 13 5 7 0 9 7 3 0 
32 33 34 53 34 98 8 57 74 99 47 16 60 93 48 0 8 10 1 0 10 -3 10 0 3 4 -11 0 -2 -15 -4 0 -7 15 3 0 -1 3 -5 0 4 13 12 0 1 -11 3 0 -14 12 -8 0 2 3 11 0 5 -11 3 0 2 9 -8 0 -7 2 -1 0 11 2 -13 0 14 -8 1 0 -14 -11 -8 0 12 -3 -7 0 -12 10 -6 0 12 -9 8 0 -15 -13 -12 0 -14 8 9 0 -6 -8 1 0 -9 -11 13 0 -10 3 9 0 -8 -5 -2 0 
49 46 93 40 54 9 100 46 6 19 61 7 4 34 29 0 -7 8 1 0 -3 2 7 0 10 -1 11 0 7 -10 6 0 -14 -1 9 0 15 -7 8 0 -3 -10 -8 0 5 8 -10 0 -11 10 -13 0 11 -4 -3 0 4 3 -12 0 -11 -3 -9 0 -4 -9 3 0 -11 2 10 0 -1 -5 10 0 12 -3 -1 0 8 6 -15 0 8 15 7 0 13 11 13 0 -11 -15 10 0 -14 -6 11 0 -5 -4 -7 0 2 -14 2 0 -14 -12 5 0 3 11 15 0 
24 97 57 62 62 27 53 10 98 14 83 27 17 69 93 0 5 14 -6 0 9 2 -15 0 -14 6 5 0 -4 -1 -5 0 -12 -9 4 0 -10 -14 -5 0 -6 -1 9 0 5 13 1 0 4 -5 2 0 9 -5 -12 0 -10 -3 -1 0 14 6 -14 0 9 -10 -11 0 -14 -8 -11 0 -5 9 -11 0 13 2 13 0 4 7 1 0 13 -8 11 0 -9 1 4 0 5 2 1 0 10 15 -2 0 -4 15 5 0 9 -11 -8 0 -7 -13 1 0 -7 -13 10 0 
52 94 69 97 84 13 100 79 32 41 15 44 31 13 96 0 -3 -8 -14 0 12 -1 4 0 9 14 11 0 7 12 -15 0 -8 -12 13 0 -3 7 12 0 4 9 -13 0 8 -3 11 0 7 10 -4 0 -6 -10 -3 0 -2 4 12 0 10 2 10 0 -8 12 -4 0 -1 15 7 0 -1 -12 11 0 1 -14 -15 0 11 3 12 0 -1 15 14 0 -10 13 -8 0 -4 -12 8 0 -10 -3 -9 0 10 4 -12 0 1 -2 13 0 -4 -13 -14 0 4 -12 9 0 
82 16 78 26 31 76 93 7 56 49 81 84 50 1 52 0 -7 1 11 0 2 5 14 0 -10 -7 4 0 1 12 -14 0 9 -1 9 0 6 8 11 0 -4 5 -11 0 -6 9 -3 0 -14 -9 -6 0 3 8 11 0 -9 4 5 0 8 7 -5 0 -8 1 9 0 -4 9 -8 0 -7 12 4 0 -11 10 14 0 -5 15 -9 0 -7 -1 -10 0 -14 3 6 0 -1 -3 2 0 11 1 10 0 -3 -5 -1 0 -5 13 7 0 -13 11 2 0 8 -4 5 0 
64 48 71 9 24 68 20 31 63 79 55 29 66 74 28 0 -11 14 12 0 -4 3 -10 0 -14 7 -2 0 -3 -10 -12 0 13 6 -8 0 -13 3 11 0 -9 -13 15 0 -3 -6 5 0 -7 -13 15 0 -1 -13 15 0 2 11 9 0 -15 3 -5 0 -12 14 -4 0 15 -6 2 0 -1 6 -8 0 -14 -2 -14 0 11 -1 -9 0 -2 -14 4 0 1 13 -15 0 -3 -14 12 0 -6 -4 -14 0 -5 6 -15 0 5 -6 2 0 9 15 -9 0 -12 -11 4 0 
76 46 52 37 7 31 3 36 87 9 60 72 88 92 43 0 -5 1 -14 0 12 11 -5 0 4 14 -8 0 15 7 2 0 -9 -8 -10 0 -2 10 -15 0 -8 14 -12 0 11 7 11 0 -6 9 4 0 -11 -5 -12 0 -6 -9 6 0 -10 -15 6 0 1 -14 -15 0 -1 11 -14 0 -12 1 -12 0 -15 13 -15 0 -9 6 -13 0 -1 6 12 0 -7 1 6 0 -10 -13 10 0 -9 -6 10 0 15 -1 11 0 -12 -10 3 0 -15 -13 15 0 -13 1 -3 0 
9 12 72 69 97 46 7 31 88 62 32 91 26 68 72 0 1 -14 9 0 2 6 8 0 2 7 6 0 -5 -8 -4 0 7 3 4 0 -5 1 -8 0 -5 -8 -7 0 9 -14 -6 0 1 9 -2 0 -13 -3 13 0 -6 3 -11 0 12 13 9 0 -4 11 7 0 -15 5 14 0 2 7 -13 0 15 4 -2 0 -1 15 8 0 3 12 -15 0 9 5 9 0 7 -15 -6 0 -7 -5 14 0 -12 -9 3 0 -11 -2 -14 0 -10 -11 -3 0 -4 9 -10 0 
50 51 53 78 55 16 56 8 60 85 66 72 6 54 85 0 9 -13 3 0 -9 1 10 0 1 -15 -9 0 7 15 7 0 -3 -7 -15 0 -14 3 -2 0 13 9 13 0 15 6 9 0 8 -13 -3 0 12 10 -14 0 9 -11 -9 0 -7 -14 -4 0 -8 11 -6 0 -8 -1 -12 0 -6 13 -8 0 14 4 -2 0 8 -15 -8 0 3 14 12 0 9 -3 -13 0 -1 14 6 0 8 -12 13 0 8 4 -2 0 4 13 6 0 11 -8 3 0 5 -12 -10 0 
26 1 76 91 81 31 50 13 49 64 16 13 4 82 65 0 -3 -12 9 0 -1 -5 -1 0 -15 -7 13 0 4 10 7 0 -8 7 6 0 15 -1 -3 0 -6 11 -13 0 5 -10 3 0 9 13 5 0 12 -1 -11 0 -8 -14 -11 0 -13 -5 2 0 6 3 2 0 -3 10 -5 0 3 4 -13 0 3 6 1 0 -14 9 -13 0 -6 -9 -12 0 -13 9 12 0 3 -7 -9 0 5 1 -4 0 -15 11 13 0 2 -10 5 0 -8 12 -6 0 9 8 -11 0 
8 46 68 88 46 45 24 70 66 54 59 70 36 39 94 0 -7 -3 -12 0 6 -2 11 0 5 -8 -10 0 9 6 3 0 -15 -5 -3 0 -10 -9 4 0 8 7 -6 0 -7 9 -2 0 11 -1 -4 0 7 -1 -7 0 -8 -4 -7 0 12 -11 -13 0 -4 -5 1 0 -3 15 -5 0 -8 -2 -13 0 -10 15 9 0 -8 13 -9 0 -6 -9 -11 0 1 2 -15 0 1 -13 -10 0 5 -15 -7 0 -8 3 15 0 -6 -13 -6 0 13 -5 -12 0 -6 3 -9 0 
12 17 63 49 82 47 56 44 69 41 95 26 79 66 64 0 1 -13 7 0 4 6 -2 0 -14 12 -14 0 7 -14 9 0 4 -1 -10 0 5 1 -7 0 11 9 -3 0 5 -15 -2 0 11 10 15 0 -10 11 -14 0 -12 -5 -10 0 5 -6 7 0 -11 5 -13 0 -15 -8 -3 0 12 7 -15 0 -11 4 -13 0 15 -12 -13 0 -12 10 -15 0 -11 10 -13 0 -15 4 -15 0 -8 14 15 0 8 -1 -6 0 13 5 -15 0 6 12 -9 0 -8 15 4 0 
7 24 57 96 8 1 16 90 66 29 38 22 44 22 96 0 9 -6 -15 0 10 3 -10 0 3 -10 9 0 -5 7 -14 0 -10 -13 -12 0 11 13 12 0 9 14 1 0 -3 -1 -10 0 7 -9 13 0 -1 5 14 0 10 6 -8 0 11 -14 -5 0 -9 -8 11 0 1 -15 -12 0 -7 -11 -8 0 -5 1 7 0 -13 -14 4 0 -15 11 13 0 -7 10 -13 0 11 8 -6 0 2 -10 5 0 -2 -8 -15 0 6 13 14 0 -11 -3 -2 0 -7 -14 -3 0 
49 27 2 36 6 8 100 44 4 50 44 55 7 66 11 0 5 6 13 0 14 12 1 0 3 9 6 0 -14 7 14 0 6 -12 -2 0 10 -3 11 0 8 5 13 0 -2 -15 7 0 12 3 -7 0 -15 13 12 0 -14 6 -12 0 -9 -1 -8 0 -7 -8 -15 0 -1 -14 -15 0 -10 -6 -4 0 3 -8 7 0 5 15 -6 0 -13 -15 -2 0 15 12 -6 0 9 4 14 0 -9 -12 -1 0 -8 -10 -2 0 15 8 -15 0 -12 5 11 0 6 -12 -2 0 
30 55 10 96 22 97 85 11 48 34 18 80 5 4 46 0 -14 -7 15 0 -11 15 12 0 9 4 -13 0 6 -13 2 0 -10 13 -8 0 -11 -15 -13 0 -6 -5 -8 0 -5 -3 -8 0 12 11 -10 0 -14 -12 -10 0 11 14 -5 0 2 1 -8 0 -13 -11 -10 0 12 7 -13 0 1 -10 9 0 -10 -15 -11 0 -3 7 -10 0 -6 -3 -7 0 -4 -13 7 0 -5 -12 2 0 8 -12 2 0 14 9 12 0 1 -8 15 0 8 12 -7 0 4 11 14 0 
10 100 74 1 88 93 50 58 36 66 46 4 6 35 4 0 -10 -4 13 0 10 6 14 0 13 -7 -11 0 -3 -5 -7 0 11 -6 -9 0 -5 2 -1 0 4 14 11 0 -12 14 -9 0 5 -14 10 0 15 4 -6 0 -14 13 -12 0 -3 -1 -6 0 4 -13 15 0 -13 11 5 0 -2 -5 -9 0 -3 6 -8 0 7 -12 10 0 -6 14 13 0 -3 -2 13 0 -5 2 10 0 -9 1 15 0 -6 -12 -11 0 5 -6 3 0 2 -3 1 0 15 9 -1 0 
62 19 90 47 53 14 4 11 12 60 63 37 44 70 50 0 -7 -13 3 0 -7 14 11 0 -7 -5 -3 0 -8 -5 -4 0 -2 -3 -11 0 -12 -5 10 0 8 1 13 0 2 7 11 0 10 8 -14 0 6 -12 14 0 -9 6 -9 0 -2 5 -6 0 8 1 10 0 -9 -6 1 0 -10 -7 -11 0 14 12 5 0 -9 -5 -11 0 12 -3 8 0 14 -7 9 0 7 12 -8 0 -2 1 2 0 3 -2 -7 0 9 -14 -6 0 -5 -14 -6 0 -2 -4 5 0 
94 77 11 28 33 85 81 21 44 24 36 37 51 56 57 0 9 -8 -15 0 7 6 -7 0 -15 10 2 0 -12 -15 -4 0 -11 5 -15 0 -1 10 -12 0 -5 6 -7 0 6 1 -13 0 1 -10 12 0 -1 -10 -9 0 -15 -9 -12 0 5 -8 13 0 2 -7 14 0 -8 -1 8 0 -11 6 8 0 -1 -4 -6 0 -8 -11 12 0 7 -6 -8 0 -12 4 -12 0 -2 12 -4 0 -6 -14 2 0 -11 -9 -3 0 -6 2 -11 0 -14 15 -12 0 14 -2 3 0 
68 91 82 58 92 33 6 64 14 99 2 21 82 54 74 0 -13 10 -13 0 -8 -5 15 0 7 14 -13 0 5 -2 -1 0 15 -13 -2 0 -15 11 3 0 -13 8 10 0 13 -2 -13 0 -9 -3 -6 0 -2 4 -15 0 -13 -14 -12 0 13 15 -9 0 7 13 -6 0 -2 14 -2 0 -5 15 -7 0 13 10 -8 0 11 7 -3 0 -4 -1 -4 0 -8 -1 -15 0 -5 -14 -7 0 14 -9 11 0 8 -7 -15 0 3 7 -11 0 -13 4 11 0 15 5 12 0 
29 67 65 4 69 35 96 73 52 11 7 7 24 89 26 0 -4 11 6 0 1 5 15 0 10 -8 2 0 11 -15 14 0 -6 -2 -9 0 -4 -14 -13 0 -11 -4 -15 0 -13 4 11 0 -6 10 12 0 9 2 -8 0 13 -8 -1 0 11 -15 -8 0 9 -14 11 0 8 -9 -4 0 9 3 -11 0 -1 -4 7 0 -8 -3 1 0 6 -14 -8 0 1 2 -9 0 2 -11 7 0 12 10 13 0 -4 13 14 0 15 -4 10 0 -15 5 -1 0 -8 -9 -2 0 
15 4 52 53 63 96 51 88 97 61 31 12 51 75 73 0 -11 -7 -10 0 -3 -14 9 0 12 8 9 0 11 -6 -3 0 -9 -11 -5 0 -11 6 -2 0 12 3 2 0 5 7 9 0 5 9 -14 0 11 -6 -15 0 2 3 -14 0 -1 11 3 0 14 11 -10 0 -15 -5 -7 0 -11 14 4 0 -14 -5 7 0 8 -2 -7 0 15 -12 14 0 -5 7 -4 0 10 -5 -1 0 -12 -15 3 0 15 -7 9 0 -1 -6 -4 0 2 -9 6 0 -9 3 -4 0 
82 20 81 89 47 29 51 79 80 59 12 88 92 27 29 0 14 -15 1 0 2 -6 -15 0 1 -5 -4 0 8 9 -1 0 10 -1 -11 0 10 -2 3 0 -1 -2 -9 0 -8 6 14 0 5 14 -6 0 8 3 9 0 10 -6 -5 0 12 -6 -15 0 2 -15 2 0 13 14 -13 0 3 -11 10 0 9 13 -8 0 11 -8 14 0 9 -12 4 0 -6 -13 8 0 -11 3 4 0 8 -3 14 0 1 4 -9 0 13 -12 -2 0 -8 -10 -7 0 -4 -3 -8 0 
3 57 22 40 87 35 56 4 81 21 84 21 80 71 90 0 -1 6 15 0 2 10 7 0 -5 3 14 0 5 -14 8 0 5 -12 -4 0 9 -13 11 0 -10 11 -12 0 -8 -15 6 0 13 -12 -1 0 -4 7 -14 0 -15 12 15 0 -13 -12 5 0 -4 -12 -14 0 1 10 11 0 -3 -13 -3 0 6 -1 5 0 13 9 -10 0 -9 -15 -1 0 12 2 4 0 -11 10 14 0 -13 12 5 0 10 2 -10 0 -4 -12 -8 0 13 -11 -10 0 8 11 -13 0 
4 25 51 62 33 30 32 90 60 28 42 95 88 22 16 0 -14 5 8 0 11 -13 5 0 -7 8 14 0 -15 -5 6 0 15 7 -13 0 12 8 -11 0 4 1 6 0 13 -4 -9 0 -11 1 7 0 -12 -1 -6 0 -15 -5 14 0 5 -15 12 0 -15 -13 -14 0 13 10 14 0 1 -8 -3 0 13 -1 -11 0 -2 7 5 0 -12 13 1 0 12 -1 14 0 -12 5 -3 0 15 11 12 0 15 -8 3 0 6 -7 5 0 -9 -14 -7 0 11 -9 12 0 
43 26 50 60 42 93 21 66 63 5 44 47 91 71 58 0 -14 -13 14 0 7 14 -6 0 1 9 4 0 -5 -15 -13 0 -14 6 8 0 3 9 -12 0 -15 -2 -6 0 1 13 10 0 7 -4 -10 0 14 -8 -14 0 -13 14 8 0 -6 12 -9 0 -8 2 3 0 -8 -14 12 0 -2 -7 -1 0 2 7 1 0 3 -15 8 0 -10 -1 9 0 -6 11 -9 0 -13 -1 -11 0 -2 -9 7 0 3 -14 -12 0 3 -7 -12 0 2 13 -1 0 6 2 -13 0 
86 25 88 22 2 76 18 49 84 91 4 97 87 28 75 0 10 7 15 0 -8 -12 -9 0 7 6 -15 0 -12 3 8 0 5 14 -6 0 9 7 -4 0 -3 -12 8 0 6 10 5 0 -12 7 4 0 14 -12 8 0 5 -14 12 0 11 -9 13 0 -4 6 -9 0 -2 7 4 0 8 -3 5 0 -14 -3 -6 0 -11 -5 15 0 -3 -5 -14 0 -4 -13 -3 0 -7 -2 15 0 -8 2 -14 0 2 -12 -9 0 1 14 -8 0 15 -13 6 0 11 6 -1 0 
60 83 43 63 47 22 94 41 16 67 94 52 89 59 90 0 2 10 -14 0 11 -9 14 0 9 3 -12 0 -15 4 -6 0 9 14 12 0 6 3 9 0 13 -15 9 0 5 -1 2 0 -7 12 3 0 2 1 5 0 12 -3 -1 0 12 -14 -4 0 -15 -2 13 0 5 -2 8 0 -7 12 -3 0 7 -8 -13 0 1 10 11 0 -1 -2 7 0 3 9 -4 0 -7 -15 8 0 4 -1 -11 0 -4 -10 -7 0 2 15 7 0 2 -1 2 0 12 -2 -4 0 
89 12 60 1 98 28 70 58 21 81 37 32 15 68 67 0 1 -3 -11 0 -14 4 15 0 10 7 -5 0 10 14 2 0 10 13 10 0 6 -3 -6 0 -8 9 8 0 3 10 -6 0 -15 5 13 0 4 2 14 0 9 14 -4 0 -13 -10 3 0 1 7 9 0 11 -9 2 0 1 2 -8 0 -3 -6 14 0 -6 8 -12 0 -4 8 4 0 1 -12 1 0 -10 -6 11 0 -8 9 -7 0 -14 3 12 0 15 -1 15 0 -7 5 8 0 6 10 3 0 
11 36 29 17 69 26 49 41 94 15 57 14 69 96 47 0 13 -6 13 0 12 9 -6 0 -10 9 1 0 15 -5 -6 0 15 -4 -14 0 -10 15 10 0 -9 -12 -13 0 -8 -10 8 0 1 -10 -7 0 -12 14 -11 0 -1 -9 -10 0 -14 -1 11 0 -5 12 -2 0 7 3 -14 0 8 -14 -1 0 -3 14 8 0 13 15 -3 0 14 1 -10 0 -9 14 -12 0 -9 -12 3 0 2 -15 -12 0 -1 11 -4 0 -3 13 -4 0 3 -2 -3 0 -12 -4 -15 0 
7 25 3 26 3 94 62 66 46 28 42 83 40 13 85 0 -13 8 -10 0 -8 -1 15 0 6 2 5 0 -15 -2 15 0 -2 4 -6 0 13 -6 -9 0 6 3 -4 0 14 8 -12 0 -7 -5 -3 0 -13 8 -11 0 -2 15 -14 0 -4 -9 -10 0 -6 2 -15 0 -11 -1 11 0 8 10 11 0 2 1 7 0 5 7 -8 0 -10 -14 6 0 -4 -5 3 0 -12 -4 -8 0 4 12 -7 0 10 1 13 0 14 10 -7 0 -5 10 -7 0 2 -13 -5 0 
26 42 83 22 11 97 27 67 49 26 27 8 38 39 76 0 -9 11 -9 0 -15 -10 -8 0 3 15 8 0 7 -6 14 0 -3 -10 -1 0 3 -11 -14 0 6 -9 -5 0 6 1 4 0 -7 3 -4 0 6 -14 6 0 7 -15 7 0 -8 -15 2 0 -8 11 10 0 -5 -12 11 0 -5 10 -2 0 13 -2 -8 0 -9 4 -1 0 -11 10 -3 0 -13 -1 -6 0 2 12 -9 0 5 -2 -6 0 -3 6 1 0 11 -14 5 0 -3 -15 1 0 -8 -2 -4 0 
85 80 40 54 24 6 75 88 27 47 55 17 50 85 9 0 -10 9 -8 0 15 11 -2 0 -11 8 2 0 7 2 -14 0 -15 -14 -15 0 8 -13 6 0 7 3 9 0 -5 -6 -14 0 -15 -13 11 0 -13 2 11 0 10 -15 2 0 -9 2 9 0 13 12 -11 0 -5 13 3 0 -7 9 -10 0 -15 -5 6 0 -13 7 14 0 4 -11 -15 0 5 7 -9 0 6 7 -9 0 5 14 -2 0 -7 3 -14 0 -15 -3 2 0 5 3 9 0 8 14 -2 0 
77 83 51 30 89 89 43 42 99 80 79 44 8 78 4 0 7 -10 -5 0 13 -10 14 0 4 -5 8 0 -1 -8 9 0 -1 -4 2 0 -8 -11 4 0 3 13 -11 0 2 11 -1 0 9 11 -8 0 -2 -10 -14 0 -15 9 2 0 5 -7 11 0 9 8 -2 0 15 8 -10 0 -4 8 -9 0 7 6 -1 0 5 -7 6 0 11 5 -12 0 4 -5 2 0 -13 -5 13 0 12 9 -7 0 -11 10 -13 0 7 -3 -5 0 8 -5 -2 0 1 -2 11 0 
2 52 53 40 12 74 52 100 33 43 44 5 70 70 95 0 2 -14 -1 0 12 7 -11 0 -3 -8 14 0 6 15 11 0 6 9 -10 0 2 -13 10 0 12 -9 -14 0 8 11 9 0 5 14 15 0 11 -2 -6 0 15 -9 -8 0 14 7 11 0 4 -13 -9 0 -3 -8 -5 0 12 5 -2 0 -7 -14 10 0 13 -2 -13 0 5 -12 -15 0 11 10 -3 0 13 -2 12 0 15 -5 10 0 8 1 9 0 -13 -5 14 0 2 3 1 0 -6 -10 9 0 
92 58 96 48 78 100 48 14 95 45 47 50 34 78 65 0 -14 -8 6 0 -12 -9 6 0 -15 -13 10 0 -7 15 4 0 -10 -9 4 0 15 3 -7 0 1 14 7 0 5 -2 -7 0 12 -11 -8 0 -3 -12 1 0 -6 4 10 0 2 7 3 0 11 -9 5 0 -15 -12 -1 0 5 1 2 0 -9 -4 15 0 5 -1 14 0 -8 -2 -13 0 -15 -5 -14 0 -13 -8 10 0 5 14 15 0 -5 -12 -14 0 -15 -11 -5 0 -11 -10 7 0 -11 -15 -6 0 
95 39 86 41 53 87 26 99 69 61 16 18 78 97 26 0 -15 7 12 0 15 7 -9 0 -1 2 4 0 -7 4 -2 0 -1 5 2 0 -13 7 2 0 -12 -8 -2 0 -14 -12 13 0 -4 1 2 0 13 1 -11 0 -15 9 -4 0 -8 11 1 0 -6 -13 -6 0 -9 -14 -15 0 -12 -10 11 0 -5 11 14 0 9 -8 -5 0 -11 -13 -11 0 1 -15 -1 0 2 -4 -11 0 4 -2 4 0 -13 4 -15 0 -12 -10 7 0 9 -11 -13 0 11 -3 -12 0 
95 75 96 97 23 43 10 17 48 9 11 89 48 22 41 0 7 1 -3 0 -2 -6 3 0 -15 7 3 0 11 6 3 0 5 -4 -15 0 13 -11 -6 0 -15 5 -12 0 8 6 13 0 12 1 -9 0 -10 12 9 0 3 -6 1 0 -6 9 -3 0 4 -7 8 0 2 -4 -2 0 6 10 -1 0 10 6 9 0 -12 2 -7 0 13 3 4 0 5 -1 -13 0 -5 -14 -11 0 8 9 -12 0 3 -8 4 0 14 1 -11 0 -2 -15 4 0 -11 1 9 0 
62 86 75 76 64 98 9 46 25 44 44 36 5 17 26 0 10 2 14 0 5 4 1 0 15 9 10 0 12 14 15 0 3 -2 5 0 6 11 1 0 13 -7 -5 0 2 -15 9 0 -8 -1 -8 0 4 10 6 0 -15 4 -5 0 1 3 2 0 -7 -6 2 0 -4 3 -8 0 13 2 -15 0 -14 -6 14 0 -6 13 -2 0 -4 -13 7 0 13 14 12 0 -5 -8 -1 0 -8 -9 -14 0 4 -14 1 0 12 2 11 0 4 5 15 0 8 7 -5 0 
31 89 11 19 14 54 90 55 45 5 6 12 83 27 92 0 4 -5 4 0 -5 6 11 0 -2 -10 -12 0 1 15 10 0 6 -9 -7 0 3 -5 -12 0 -2 14 -2 0 -14 9 -12 0 -14 -15 -14 0 5 10 -9 0 6 -14 11 0 2 13 1 0 -4 6 -8 0 6 5 6 0 14 -12 5 0 -2 15 14 0 8 -14 3 0 -11 8 4 0 8 -11 -14 0 6 -15 7 0 -12 15 -1 0 12 4 -14 0 5 4 -12 0 9 -8 -5 0 -7 11 9 0 
