p cnf 24 20
59 20 58 48 77 19 21 46 16 1 2 80 56 39 27 51 64 53 100 82 31 11 28 51 0 21 15 1 0 22 14 -11 0 18 3 19 0 -12 15 -8 0 7 11 21 0 -8 -13 4 0 8 11 20 0 10 -8 -21 0 -16 -4 18 0 -19 -6 -9 0 -16 -3 5 0 -8 -7 -16 0 23 -22 -20 0 -23 -18 9 0 -5 -3 17 0 -19 -10 -3 0 -4 -9 -11 0 20 16 22 0 3 -22 6 0 -14 -2 -3 0 
22 46 65 83 51 79 32 70 52 20 99 10 51 26 75 6 47 20 45 29 76 2 44 94 0 4 23 -5 0 -6 -7 9 0 -24 22 -8 0 -1 22 -12 0 -2 -20 17 0 7 23 1 0 14 -17 12 0 -4 24 14 0 -13 -5 -20 0 -17 -19 23 0 14 -15 -17 0 7 14 18 0 -15 -20 -6 0 -5 23 11 0 24 -18 -22 0 -19 11 -10 0 -13 23 18 0 9 -3 -4 0 -10 -18 -8 0 1 -3 -8 0 
86 79 33 100 73 79 97 73 50 59 19 3 25 51 21 35 28 77 70 14 34 24 15 77 0 -23 -11 17 0 -9 -13 5 0 20 9 11 0 -24 -21 -22 0 -12 13 -19 0 6 -11 2 0 18 -17 12 0 10 18 -12 0 18 -12 -1 0 -13 -24 18 0 -15 -21 -20 0 -16 24 -17 0 15 -13 9 0 24 11 20 0 -14 -10 9 0 16 13 -5 0 -20 5 24 0 -22 19 14 0 3 13 -15 0 16 24 -2 0 
64 25 75 44 33 55 7 80 86 67 22 25 23 32 7 45 86 52 67 36 100 96 72 6 0 15 -22 16 0 6 -16 -2 0 -6 20 18 0 -7 12 24 0 -8 24 -17 0 -5 -22 13 0 -17 -23 -5 0 -3 -7 -12 0 11 -7 -3 0 19 -8 -21 0 9 23 -19 0 11 -21 -18 0 -17 -11 10 0 -15 -9 1 0 11 -5 -21 0 10 -18 -3 0 -6 24 23 0 15 -3 12 0 13 -17 -23 0 -12 -16 22 0 
95 42 31 6 21 46 25 86 72 44 12 90 88 98 60 22 36 99 43 12 49 91 45 64 0 -6 -5 -9 0 22 -11 21 0 22 8 20 0 10 -13 -4 0 -12 7 17 0 -20 -2 3 0 17 9 16 0 10 9 -5 0 24 -22 -12 0 19 15 7 0 2 24 -15 0 9 -11 7 0 5 8 -3 0 14 7 2 0 -15 -1 15 0 23 -15 -17 0 -16 2 6 0 -7 -8 -23 0 -15 -10 4 0 6 19 8 0 
13 66 99 3 29 63 59 61 58 28 35 15 92 50 67 95 53 61 37 15 9 10 20 92 0 -1 6 8 0 -19 11 7 0 15 3 -20 0 -15 -21 -15 0 14 -10 9 0 -20 -11 9 0 -24 -17 -18 0 -10 -2 6 0 1 -13 -15 0 -4 7 -20 0 18 14 -21 0 -22 21 -10 0 18 -13 -16 0 -20 -8 10 0 22 -2 3 0 -23 -1 10 0 8 -20 23 0 -7 16 11 0 -2 -19 -22 0 8 16 -6 0 
9 73 49 81 4 86 77 27 68 4 66 2 17 36 29 64 67 40 38 32 73 44 49 2 0 -19 -24 -20 0 -11 18 12 0 -4 16 -1 0 24 1 -19 0 -4 -12 -11 0 -22 -1 -18 0 10 15 -5 0 -12 7 15 0 -10 -23 20 0 -13 15 3 0 -10 -14 15 0 8 -16 -9 0 -5 11 -6 0 -2 -23 17 0 -9 10 -14 0 7 -3 -24 0 19 -10 -5 0 13 5 4 0 16 2 -20 0 -1 -7 -18 0 
81 96 2 87 16 42 84 54 60 85 35 40 54 7 49 35 65 76 25 13 48 26 15 7 0 11 -18 4 0 20 10 -24 0 20 -18 -11 0 20 -2 -22 0 12 -3 23 0 8 22 5 0 -10 -17 -14 0 5 -22 -10 0 17 -22 16 0 -19 3 -5 0 2 23 6 0 5 -17 -2 0 -20 14 19 0 18 11 23 0 -22 -24 14 0 -3 -18 -13 0 2 4 -8 0 18 15 -19 0 -12 -16 -7 0 -10 23 5 0 
33 92 34 91 37 42 98 38 22 57 8 41 18 6 47 41 56 10 78 39 21 25 32 79 0 -7 2 14 0 1 6 -9 0 -24 -15 6 0 -18 16 -11 0 -17 2 5 0 -23 -2 -8 0 -20 -21 -22 0 2 1 12 0 20 -10 20 0 18 3 18 0 17 -4 -18 0 24 16 -12 0 -10 -2 -6 0 -24 5 -18 0 24 -5 -21 0 -20 24 -17 0 -10 -8 -17 0 -19 -13 -22 0 7 2 11 0 -18 -13 -19 0 
51 18 55 35 21 51 4 54 87 39 87 15 6 93 32 51 80 9 8 66 13 13 12 28 0 -23 -5 -3 0 -13 -3 1 0 11 15 13 0 -11 21 9 0 24 18 6 0 11 -17 -14 0 2 -13 10 0 -21 3 -8 0 10 -20 -13 0 14 -21 -9 0 -7 -18 17 0 6 15 18 0 -10 -5 -3 0 19 23 20 0 -14 23 -14 0 18 17 24 0 -22 -4 -15 0 -14 2 -5 0 17 20 -22 0 -6 -5 -13 0 
38 9 28 68 17 40 13 62 5 40 49 67 5 42 49 59 88 37 92 41 87 31 57 93 0 13 20 -14 0 20 1 3 0 2 22 -15 0 1 20 9 0 -5 -11 -19 0 16 10 7 0 -2 -24 10 0 18 -3 -13 0 -19 12 22 0 23 12 8 0 23 21 -7 0 -6 16 19 0 13 -24 -4 0 -11 14 -24 0 -7 1 7 0 5 7 22 0 6 -4 -8 0 -14 19 -7 0 23 24 -5 0 2 23 -17 0 
77 41 72 4 73 77 16 38 6 67 11 9 22 40 20 77 97 78 2 51 90 42 67 46 0 21 24 -11 0 8 -4 -2 0 20 9 11 0 21 -3 17 0 -10 9 -11 0 9 -8 -10 0 16 24 -12 0 -19 10 8 0 14 -13 16 0 14 -18 12 0 -13 -19 4 0 10 21 -24 0 15 23 -3 0 19 -21 -11 0 3 -16 -17 0 1 8 -15 0 5 16 2 0 7 20 -7 0 21 5 2 0 -3 -11 1 0 
21 73 54 92 36 32 4 20 90 79 88 23 52 10 35 31 96 21 56 64 41 92 77 39 0 7 2 4 0 -12 19 -12 0 20 21 -17 0 -7 -1 18 0 -2 12 -21 0 13 -14 12 0 8 9 -15 0 -8 22 -10 0 -16 2 21 0 13 -16 21 0 20 23 -6 0 -10 -16 -24 0 5 -15 -19 0 7 -8 -3 0 19 -18 -6 0 -1 -5 -4 0 19 -14 24 0 -8 18 17 0 7 24 -13 0 1 -5 24 0 
64 61 88 24 90 99 33 64 15 22 19 18 17 6 12 70 42 32 10 36 54 6 54 82 0 -13 24 4 0 11 7 -22 0 -21 -11 12 0 -17 -6 5 0 -15 -23 -15 0 13 -2 4 0 -3 15 -8 0 9 1 -4 0 -20 23 20 0 -4 -17 2 0 -17 -18 -21 0 -12 -20 10 0 -20 24 9 0 -2 18 12 0 -9 -6 19 0 -7 -8 -24 0 19 9 -2 0 18 -7 15 0 9 10 -9 0 15 17 2 0 
55 97 2 98 8 29 31 35 18 56 17 39 79 10 38 77 54 92 37 34 98 15 100 67 0 4 -15 17 0 9 -12 16 0 -9 -6 -10 0 -6 -1 5 0 -14 -10 16 0 4 -3 15 0 10 20 -14 0 -11 -9 1 0 -23 -21 16 0 -14 19 -23 0 -16 -8 -3 0 -2 20 -14 0 17 -1 17 0 -21 -24 18 0 -1 14 6 0 16 -6 3 0 -21 11 15 0 11 -20 -8 0 -12 -17 7 0 -8 22 19 0 
26 12 54 95 70 44 60 63 63 18 26 93 72 80 44 71 11 48 7 22 92 70 85 66 0 -17 -20 -9 0 -14 -5 -13 0 -7 13 -10 0 12 -1 -24 0 12 16 1 0 -14 24 -5 0 -24 2 -22 0 2 -12 1 0 -11 -17 -10 0 15 -21 10 0 11 -17 1 0 -23 14 -11 0 -24 11 1 0 -12 15 5 0 18 3 23 0 9 6 11 0 16 -13 -20 0 21 -14 -11 0 9 2 -3 0 -19 2 14 0 
89 82 87 75 34 66 39 94 54 95 15 5 54 8 47 87 93 54 6 1 64 91 11 54 0 3 -22 6 0 -12 1 -12 0 -4 3 -12 0 9 21 19 0 -16 21 23 0 1 -11 -12 0 -24 -6 10 0 6 -7 -1 0 9 15 1 0 23 5 19 0 13 -10 22 0 10 14 22 0 2 -22 -6 0 -18 19 5 0 23 8 -19 0 24 7 -2 0 7 -19 -3 0 22 5 3 0 16 -9 23 0 -20 -9 -4 0 
34 10 69 88 25 22 98 54 52 73 80 28 18 51 8 73 59 18 37 54 94 53 82 37 0 7 18 7 0 8 23 -16 0 -20 -1 -15 0 -10 -12 18 0 -21 2 16 0 11 17 -5 0 19 -20 22 0 -21 18 16 0 1 -6 11 0 -12 4 22 0 -18 -5 -6 0 -8 21 -19 0 11 -8 -7 0 10 -15 -19 0 10 -3 -21 0 5 -1 -18 0 -1 -8 1 0 24 13 -11 0 18 -19 21 0 5 3 6 0 
74 62 19 18 12 61 69 52 50 48 85 98 89 36 30 57 76 33 64 42 67 86 27 20 0 2 -6 17 0 -10 20 3 0 1 -11 18 0 -4 3 -6 0 -1 -11 23 0 3 -24 -19 0 -22 -21 -6 0 -8 -3 -16 0 -23 3 12 0 -22 20 -16 0 9 -24 8 0 7 2 24 0 12 1 12 0 -4 -1 17 0 -13 -9 -12 0 21 -11 22 0 -14 -24 -9 0 14 18 12 0 -22 -4 -23 0 3 8 14 0 
63 64 81 86 34 67 35 71 78 65 24 91 42 16 60 47 80 76 16 45 91 87 10 5 0 7 -15 3 0 16 -24 14 0 -12 -15 13 0 -14 -8 15 0 -18 -17 18 0 16 -20 21 0 -6 11 -19 0 24 -18 -13 0 11 -17 19 0 -10 20 -6 0 -4 22 -18 0 10 -6 -9 0 24 18 -13 0 8 4 -15 0 -2 12 7 0 16 -2 20 0 5 -15 16 0 12 11 -20 0 -1 -17 -6 0 3 -20 -1 0 
59 77 81 20 4 64 70 80 59 1 79 66 91 47 42 77 47 90 83 19 53 83 51 78 0 14 20 -6 0 -3 20 12 0 22 20 5 0 7 -23 -17 0 10 -8 9 0 21 -8 7 0 -24 -7 13 0 -19 23 10 0 23 9 20 0 4 11 -4 0 -23 -20 -21 0 -9 20 -9 0 -15 5 2 0 -7 15 -5 0 -7 -6 11 0 5 -16 15 0 10 16 5 0 12 -17 5 0 -14 13 -24 0 -19 -11 10 0 
24 74 26 64 56 42 21 66 50 49 46 14 28 49 93 24 20 45 42 85 92 74 33 12 0 -15 23 -11 0 3 1 18 0 -10 -23 -24 0 -21 12 -23 0 2 -8 12 0 18 21 -5 0 -15 -17 12 0 -1 22 5 0 -20 -7 -8 0 16 3 13 0 21 -23 12 0 8 -12 -19 0 -24 -14 -4 0 24 -2 24 0 5 -15 10 0 -20 -19 -15 0 12 -23 -22 0 5 -2 12 0 -9 -4 -17 0 -11 -18 -1 0 
5 98 58 18 37 11 5 75 95 16 76 56 31 28 65 32 6 4 99 34 78 58 28 22 0 -6 9 7 0 19 -7 16 0 -3 21 -23 0 -12 -7 -13 0 24 10 5 0 -10 2 -8 0 -3 2 9 0 -4 -23 -7 0 16 -15 -4 0 23 6 9 0 -4 9 -1 0 -5 -12 18 0 -1 -13 24 0 10 -7 -10 0 -5 -15 2 0 1 17 24 0 -12 -19 -1 0 6 -13 -4 0 24 -18 -5 0 8 -19 11 0 
84 35 81 44 75 56 1 75 95 95 66 51 34 19 35 39 24 94 70 16 87 52 93 83 0 -7 15 5 0 13 -19 -4 0 -21 -4 14 0 -18 3 -14 0 10 -1 -18 0 -10 1 -17 0 9 -14 10 0 9 -4 -22 0 7 6 2 0 13 -12 2 0 -10 -13 -2 0 -18 15 -24 0 -13 -8 3 0 11 -10 12 0 -3 -11 23 0 -18 -22 9 0 8 -12 7 0 -21 -16 -3 0 -17 -19 -5 0 4 21 20 0 
87 21 59 56 95 47 70 2 29 13 27 56 8 100 39 51 3 25 81 63 70 59 88 3 0 -12 -9 10 0 20 12 19 0 -24 -11 22 0 -6 -22 -5 0 -11 -8 12 0 5 -10 17 0 1 23 20 0 18 -23 9 0 -20 8 -10 0 -12 17 -3 0 -13 15 -8 0 -13 17 12 0 15 24 5 0 -9 -14 9 0 -11 4 -7 0 9 13 -20 0 -3 2 -1 0 13 -20 -4 0 12 -3 -10 0 8 -1 -5 0 
44 17 80 94 93 21 56 58 2 18 38 6 67 58 28 98 5 15 51 33 72 37 90 29 0 14 -15 4 0 -6 19 1 0 22 16 18 0 -16 -6 1 0 2 3 -16 0 17 12 3 0 -9 -14 24 0 10 -3 -16 0 2 -12 -2 0 -14 -19 -12 0 19 -22 -19 0 -4 -15 -7 0 16 18 10 0 11 -16 -10 0 15 -14 17 0 8 12 -7 0 -24 10 -8 0 24 -1 -4 0 -10 21 -22 0 -1 -21 18 0 
97 22 99 73 57 54 53 94 27 21 2 51 69 45 93 93 92 4 30 70 20 55 100 49 0 10 -7 20 0 11 23 -21 0 19 -11 8 0 -20 -1 -15 0 -10 -11 20 0 -21 13 -1 0 4 -24 14 0 -18 -15 -3 0 -24 -17 18 0 23 -19 -14 0 -12 -9 21 0 -23 12 17 0 -11 16 13 0 -6 -8 3 0 -20 -3 -19 0 -22 -3 -22 0 12 -15 21 0 4 -22 -11 0 1 -16 -9 0 -10 11 -12 0 
62 10 11 32 23 40 31 38 80 89 40 93 39 63 79 9 95 53 48 71 39 99 21 16 0 -7 9 8 0 2 22 -13 0 4 -13 -16 0 18 -22 -9 0 18 -13 -11 0 -14 -20 -12 0 -24 -5 -8 0 15 -13 -18 0 21 -2 -21 0 -24 -21 13 0 15 -3 -16 0 10 -17 18 0 14 -3 -6 0 5 22 -12 0 8 -15 -22 0 -11 14 22 0 2 -20 4 0 2 -5 18 0 7 5 -21 0 -6 3 -16 0 
16 42 96 61 38 53 49 59 39 24 16 26 89 94 55 69 17 20 79 48 66 63 28 42 0 19 10 9 0 -12 18 4 0 15 21 -24 0 -23 13 -5 0 4 -5 -6 0 -11 -8 12 0 4 24 -22 0 -3 24 17 0 3 7 15 0 -8 -13 -7 0 -15 1 -21 0 7 -3 -21 0 -1 -11 14 0 -7 9 15 0 -7 1 18 0 -5 8 22 0 -9 13 10 0 -2 -24 -18 0 -7 21 20 0 -22 -1 -12 0 
80 76 57 40 61 7 8 69 26 56 51 95 40 20 1 96 47 66 97 17 93 17 36 44 0 16 -1 -2 0 17 20 -8 0 7 4 -10 0 -11 9 17 0 4 -20 13 0 -7 15 -11 0 -3 -6 20 0 -10 -16 12 0 21 17 3 0 -17 14 24 0 -9 19 21 0 22 2 -20 0 2 -13 8 0 -24 -13 -16 0 -24 -5 13 0 18 -2 7 0 -9 -15 -12 0 -8 -6 -17 0 -1 13 1 0 20 4 -22 0 
93 91 20 46 26 71 16 10 18 14 40 18 87 91 87 21 82 35 98 78 6 78 55 26 0 -22 -2 11 0 18 -5 3 0 -12 5 21 0 1 15 -17 0 -20 -22 4 0 -17 20 -3 0 -1 22 -20 0 -2 24 23 0 9 -7 -9 0 -15 -16 19 0 4 -14 5 0 -16 -23 -10 0 23 15 -7 0 20 -15 23 0 -1 -7 24 0 -19 -6 -23 0 -17 -4 13 0 -21 10 -20 0 22 -21 10 0 -1 8 18 0 
39 56 92 48 70 42 17 10 38 9 20 66 55 52 55 8 40 75 76 30 5 52 21 31 0 22 8 23 0 19 -5 -8 0 16 23 -5 0 22 9 19 0 -15 22 -5 0 -17 15 14 0 -17 2 9 0 -6 17 16 0 -14 16 -6 0 -23 -3 22 0 1 16 7 0 12 4 -12 0 13 -4 13 0 10 24 9 0 10 -8 -10 0 -2 12 -17 0 -5 -24 16 0 -12 7 16 0 -3 9 18 0 -5 -13 -1 0 
90 7 13 90 7 6 23 46 21 78 1 88 93 8 3 43 69 38 36 63 72 72 97 85 0 12 -21 9 0 -1 15 3 0 10 22 -7 0 14 -10 -6 0 1 -4 -20 0 9 17 15 0 9 -2 -12 0 24 -21 3 0 -7 -17 -23 0 -9 -18 19 0 20 -4 -7 0 -4 16 7 0 -8 4 -2 0 18 -9 -4 0 -7 -21 -2 0 4 11 -6 0 -18 -2 -24 0 13 8 11 0 18 9 -4 0 16 15 -11 0 
80 87 29 10 21 82 91 54 4 62 1 21 91 60 93 66 96 87 98 77 7 34 73 7 0 -12 -11 24 0 -7 20 -9 0 -13 -9 13 0 12 -24 23 0 9 13 16 0 6 10 -23 0 -21 -17 -18 0 8 16 22 0 -6 24 4 0 -11 -5 -6 0 14 19 9 0 -21 2 17 0 -21 -4 18 0 12 -20 11 0 -10 -11 -5 0 -18 -3 17 0 4 8 -17 0 15 10 -24 0 -4 14 -17 0 -8 -14 -10 0 
63 35 8 14 83 74 1 63 98 49 92 85 15 40 4 77 32 87 42 4 45 47 54 69 0 -19 -18 11 0 21 -12 -24 0 -22 -7 13 0 20 -22 4 0 22 -9 17 0 -6 -14 -24 0 -18 -20 17 0 -3 1 19 0 -15 13 2 0 17 11 2 0 -21 -8 21 0 -1 -22 -11 0 23 19 5 0 -3 -11 -16 0 -8 -18 19 0 -20 12 6 0 -5 -8 -6 0 -11 20 5 0 2 6 10 0 16 22 -13 0 
94 19 54 10 32 36 66 27 75 98 53 56 3 27 40 19 65 4 41 87 70 86 47 23 0 10 17 13 0 1 -11 20 0 -13 19 17 0 21 18 4 0 -15 -6 -24 0 -13 -4 -11 0 4 11 20 0 5 13 -23 0 -13 -4 2 0 14 16 -20 0 22 13 4 0 17 23 11 0 19 15 -18 0 6 16 -22 0 -9 6 2 0 -1 17 24 0 -11 3 24 0 19 4 12 0 -8 22 -5 0 3 1 4 0 
13 85 45 46 65 60 66 55 70 45 55 17 21 85 23 92 59 82 59 99 13 52 9 38 0 23 4 15 0 -3 -11 9 0 -11 -21 6 0 13 3 10 0 -21 15 4 0 -10 9 16 0 11 -13 11 0 -21 -11 14 0 -20 19 -17 0 7 18 20 0 17 21 -8 0 -24 4 20 0 -5 21 -17 0 -8 -18 -3 0 24 7 21 0 24 -11 -21 0 -11 -22 -18 0 24 -20 13 0 -12 17 3 0 13 7 5 0 
1 68 84 23 72 24 61 54 65 94 73 86 1 57 34 20 32 30 9 39 29 73 56 68 0 -23 -18 -14 0 -16 18 8 0 -18 11 -7 0 13 18 19 0 -5 -17 23 0 -8 4 12 0 -14 -16 -12 0 -24 -8 9 0 -8 5 13 0 -21 -17 18 0 6 19 -21 0 17 15 -16 0 12 15 -12 0 7 9 4 0 -11 24 16 0 18 -9 -22 0 -1 16 6 0 1 14 4 0 -22 12 5 0 3 6 2 0 
35 83 86 24 10 63 89 22 88 84 48 70 34 80 34 51 95 77 96 32 67 99 38 3 0 5 -9 -3 0 23 -20 16 0 -22 14 -7 0 18 -5 15 0 -8 -23 -16 0 -20 -1 -14 0 12 14 -18 0 -24 -4 16 0 -2 17 -19 0 -12 -22 12 0 9 21 -12 0 3 -4 -17 0 -21 -23 -16 0 4 18 -13 0 -20 23 -9 0 -17 -5 20 0 12 2 3 0 8 5 18 0 -3 4 6 0 10 -21 22 0 
62 11 59 27 24 46 29 12 12 78 6 35 13 17 37 33 64 82 95 14 87 38 20 8 0 12 4 6 0 15 7 21 0 14 -10 7 0 24 -4 11 0 -9 4 3 0 2 19 -7 0 14 -22 9 0 -18 3 15 0 -2 11 -5 0 19 -11 23 0 -20 -11 5 0 -13 10 -13 0 23 1 -7 0 -10 11 -8 0 1 6 -8 0 -13 24 11 0 3 -17 13 0 -20 3 -2 0 -21 -18 -19 0 17 -14 6 0 
