p cnf 15 30
78 77 55 30 59 43 69 27 34 8 53 88 11 50 59 0 14 7 -6 0 3 13 -1 0 4 13 12 0 -6 11 -10 0 -3 9 2 0 5 7 -6 0 -5 -3 -14 0 4 -9 -15 0 -13 -1 -15 0 1 4 -2 0 1 8 13 0 8 -1 9 0 1 9 -4 0 7 -6 13 0 -12 9 14 0 6 -11 -10 0 5 1 -15 0 13 1 -3 0 -11 -3 -4 0 -3 4 -12 0 -13 4 2 0 -13 9 -15 0 6 -2 -10 0 12 -9 -12 0 3 -10 11 0 -7 14 3 0 -13 -3 -7 0 4 -8 4 0 8 7 -8 0 2 7 -10 0 
49 1 64 94 48 87 63 41 56 99 43 100 80 83 26 0 14 9 2 0 10 -13 3 0 12 13 6 0 -11 -13 14 0 7 3 13 0 -1 -9 14 0 -6 11 -13 0 -6 -10 14 0 11 1 -9 0 -11 -3 -4 0 -5 -3 11 0 -2 -7 -8 0 -1 -6 -14 0 6 -8 3 0 -6 -15 9 0 -13 11 -12 0 -3 -5 15 0 -5 1 9 0 -2 -11 10 0 1 -8 4 0 14 3 1 0 -2 12 3 0 -13 7 10 0 -3 2 6 0 -14 -11 -14 0 -6 -4 -11 0 8 -11 -10 0 -1 13 -11 0 15 -6 3 0 10 3 -6 0 
69 67 45 11 34 82 25 2 35 90 25 54 68 87 25 0 -7 -12 -13 0 -9 -12 11 0 3 -1 -5 0 -8 -12 -9 0 14 5 7 0 -9 11 -8 0 -14 1 15 0 12 -4 6 0 13 7 12 0 3 -11 9 0 5 -14 6 0 15 -6 12 0 2 -7 -4 0 -12 9 -8 0 -1 14 9 0 5 7 -5 0 -2 -15 2 0 4 -10 15 0 -10 14 -7 0 11 -1 -10 0 -3 -13 4 0 14 -2 7 0 -8 10 7 0 10 -12 7 0 5 -14 6 0 5 -6 -5 0 13 -12 -8 0 -9 4 15 0 5 -2 10 0 -12 -7 -14 0 
37 64 64 78 53 100 28 90 82 86 31 71 65 96 32 0 -5 14 -7 0 11 4 10 0 4 8 3 0 -14 3 8 0 13 -7 6 0 -12 -3 14 0 -8 -15 -14 0 4 5 -10 0 -6 15 6 0 -5 -14 -12 0 -15 -6 -10 0 -11 -8 -11 0 -8 -10 7 0 5 -7 -2 0 -1 -12 5 0 -3 5 10 0 -1 -5 10 0 12 6 -10 0 6 -1 -2 0 3 -2 -13 0 1 -9 -1 0 -14 -10 1 0 -7 14 -8 0 -2 -5 3 0 -8 13 -9 0 -12 -3 -15 0 8 9 -6 0 -8 13 -11 0 -5 15 -6 0 -7 13 -10 0 
33 58 75 67 77 24 26 26 74 1 93 70 18 55 83 0 -3 13 -7 0 -8 10 -7 0 14 8 -6 0 1 4 -9 0 -12 -2 -4 0 5 -3 6 0 12 9 -6 0 -5 -1 15 0 -1 2 -10 0 13 15 -11 0 8 -4 -3 0 -9 13 -2 0 -10 -13 -14 0 7 2 10 0 -5 6 12 0 -7 13 8 0 -3 9 15 0 -1 -3 -9 0 -2 1 8 0 10 -3 -8 0 4 -2 -9 0 11 -7 -1 0 2 11 -3 0 1 -5 -9 0 -12 9 5 0 7 8 -12 0 -7 11 -2 0 -10 6 -4 0 7 -2 4 0 3 -9 3 0 
32 57 61 10 24 23 41 78 35 53 89 48 39 30 13 0 4 7 -13 0 4 -9 -5 0 10 -6 11 0 15 8 -2 0 6 -5 15 0 9 -1 -12 0 -15 12 -5 0 10 -13 1 0 -2 -4 -8 0 -15 1 10 0 5 -2 8 0 15 -14 -7 0 -4 -8 10 0 4 -14 6 0 -11 8 15 0 -4 13 -14 0 10 -11 -2 0 -9 -1 4 0 7 13 6 0 2 -15 11 0 -2 -7 -15 0 3 13 6 0 9 -2 15 0 -4 11 14 0 2 -5 -4 0 -3 4 -11 0 14 11 -13 0 2 6 3 0 10 -1 -6 0 -9 -11 -12 0 
38 31 45 53 39 30 54 53 62 77 45 72 2 63 70 0 4 -9 13 0 1 11 -3 0 -8 -13 2 0 7 -12 10 0 7 -2 -14 0 -7 12 2 0 -4 -10 7 0 8 12 -4 0 -1 3 -5 0 -15 -11 9 0 10 -14 11 0 12 -9 -3 0 10 -1 -11 0 15 7 9 0 -10 13 15 0 -4 -9 1 0 14 7 14 0 -11 -9 -15 0 7 -15 2 0 -1 4 3 0 7 -11 -4 0 -6 -13 14 0 15 7 5 0 9 1 4 0 -6 -11 -2 0 -6 8 7 0 12 -5 -1 0 -6 -1 10 0 15 1 8 0 10 11 -7 0 
79 91 77 100 42 70 3 60 22 84 12 29 83 94 94 0 5 -10 9 0 13 7 -14 0 15 -3 11 0 -5 12 -5 0 -10 -9 6 0 5 -7 -8 0 -12 -11 -14 0 -13 8 -2 0 4 -1 2 0 -7 5 -3 0 9 -5 -6 0 13 8 -7 0 -12 3 -14 0 -7 12 15 0 -7 -10 -8 0 -1 -13 -9 0 12 -3 12 0 -10 7 -10 0 -9 6 -15 0 8 9 -8 0 7 1 12 0 6 13 5 0 -8 -15 3 0 10 -2 -6 0 -4 -6 -8 0 12 -13 -9 0 4 -2 5 0 1 12 -10 0 1 9 11 0 10 -4 11 0 
32 49 9 6 90 63 89 32 34 7 37 17 92 55 23 0 14 -3 -12 0 7 -2 -13 0 -8 -4 -8 0 -2 7 1 0 -13 3 10 0 2 -7 4 0 -5 13 -9 0 -10 1 -15 0 -2 -11 9 0 -5 -7 -13 0 9 14 -6 0 -12 6 -13 0 6 15 -10 0 -6 -8 13 0 -14 -4 -14 0 5 11 -14 0 2 -7 -2 0 11 10 8 0 1 5 -13 0 -14 -11 7 0 10 -5 11 0 -6 5 9 0 -1 13 -15 0 1 -12 -7 0 9 10 -5 0 -12 -3 11 0 10 -9 5 0 11 -6 -14 0 -11 4 10 0 -7 13 -6 0 
91 15 18 100 4 30 38 78 83 62 93 74 86 8 100 0 1 -15 12 0 -9 -15 9 0 -15 -7 9 0 15 9 -3 0 -12 -11 -6 0 11 -14 3 0 -8 12 13 0 -11 5 14 0 3 13 -10 0 -15 -11 -2 0 12 -14 -2 0 -14 4 -15 0 2 -6 14 0 3 -11 -5 0 -7 -9 5 0 -2 7 -10 0 -4 2 -4 0 8 -14 -4 0 -9 4 8 0 -7 2 -7 0 -9 4 -12 0 -14 -2 6 0 8 -3 -11 0 14 -9 11 0 9 -11 9 0 12 -1 -2 0 -4 11 6 0 8 -13 10 0 -8 -4 -1 0 -9 7 -10 0 
87 71 57 79 32 15 85 80 75 10 46 57 42 78 70 0 -15 6 5 0 -3 6 12 0 -15 11 8 0 2 -14 1 0 -3 -7 -11 0 -3 -15 -13 0 3 8 2 0 12 6 4 0 -15 10 2 0 -5 1 10 0 8 -4 11 0 -7 -4 -6 0 -12 2 -4 0 -9 -14 -7 0 4 -5 -15 0 9 13 11 0 8 -10 -2 0 -7 15 11 0 -1 -4 12 0 -1 -10 14 0 10 -13 -14 0 -10 2 -5 0 6 -10 -2 0 -1 14 6 0 -9 -3 13 0 -12 -4 -10 0 -13 -9 -6 0 -14 1 -14 0 -13 -11 -2 0 12 6 -12 0 
95 70 13 24 96 27 77 75 52 28 48 90 3 57 67 0 10 3 14 0 15 1 -12 0 -5 14 2 0 -7 -5 -8 0 5 -4 -14 0 3 -5 11 0 -4 10 -1 0 14 4 7 0 -11 -5 -10 0 -1 -15 -12 0 15 11 9 0 1 -3 -14 0 6 -11 3 0 -13 -8 -4 0 -10 -15 12 0 -15 -6 2 0 15 6 15 0 -2 12 5 0 -10 -15 4 0 -14 -10 -12 0 -8 -6 -8 0 -11 -15 -13 0 2 7 1 0 14 15 6 0 1 3 -7 0 6 -1 10 0 -1 6 5 0 13 15 -4 0 7 9 -14 0 8 3 8 0 
76 85 72 87 33 3 99 63 100 15 95 67 39 63 7 0 9 2 6 0 1 7 -6 0 13 2 -10 0 -15 7 -9 0 14 -12 -13 0 15 4 -3 0 7 5 1 0 -14 -7 -4 0 -13 2 -3 0 8 -3 -7 0 6 -15 -5 0 3 1 3 0 14 -1 11 0 3 10 6 0 -5 -6 4 0 -3 15 -4 0 14 -11 -7 0 -4 -6 8 0 10 -1 -2 0 -11 -10 2 0 -11 -13 8 0 11 10 -11 0 12 4 -15 0 13 3 -5 0 -14 -8 4 0 -2 -3 11 0 6 -12 -10 0 3 -14 2 0 -11 -2 -8 0 13 -15 14 0 
83 41 17 36 98 19 28 24 57 4 89 33 6 46 12 0 -14 10 -12 0 -14 13 -14 0 -11 -12 -14 0 -5 -9 -12 0 9 -14 5 0 -12 9 10 0 -2 -11 -6 0 -1 -6 -8 0 -5 1 -4 0 11 15 4 0 -11 -13 -11 0 -12 7 -14 0 11 10 7 0 -5 12 -7 0 12 15 -9 0 -2 4 -14 0 -10 -7 -4 0 12 -13 -10 0 -4 5 -12 0 -1 11 -7 0 -6 8 -1 0 7 -5 -12 0 3 -12 -10 0 1 11 -9 0 8 -12 -13 0 -8 -12 -15 0 -13 -12 8 0 14 5 -11 0 5 13 -9 0 10 -12 1 0 
95 94 30 95 27 77 52 40 32 93 83 90 76 7 14 0 6 10 -3 0 15 -12 4 0 8 -3 -8 0 3 -11 -1 0 4 -9 6 0 2 1 11 0 -6 -15 4 0 -9 -13 12 0 14 11 -15 0 -3 -12 -7 0 -6 -14 2 0 -8 4 8 0 -1 -2 10 0 -1 -12 -10 0 -3 10 3 0 2 1 9 0 -5 9 -14 0 4 3 -14 0 12 -3 1 0 10 2 5 0 13 -3 14 0 -1 9 13 0 2 11 -9 0 -13 -2 4 0 13 15 -10 0 3 10 -4 0 10 -11 15 0 -6 13 -4 0 -2 -8 14 0 9 3 14 0 
11 23 55 5 12 50 2 93 72 57 39 88 60 56 3 0 9 -12 14 0 -1 7 4 0 -12 -8 -14 0 -8 2 -11 0 -7 -3 2 0 15 4 -13 0 -15 -14 -13 0 -12 11 8 0 13 14 -13 0 -2 3 -7 0 8 -11 -3 0 -9 10 -1 0 5 10 -5 0 -2 10 -7 0 15 5 -13 0 12 -14 -3 0 -7 6 -13 0 5 13 -9 0 15 11 15 0 -3 -15 3 0 -2 -4 12 0 2 3 -15 0 -14 -2 8 0 -7 1 4 0 13 2 14 0 -13 1 15 0 -4 8 9 0 3 15 5 0 -3 2 5 0 -6 7 6 0 
79 38 69 90 9 33 25 68 17 29 9 23 96 13 3 0 -6 -9 7 0 -2 7 -5 0 -2 12 2 0 -11 -6 -8 0 15 2 -15 0 7 5 2 0 15 4 13 0 -9 3 8 0 -9 -12 -2 0 5 4 3 0 2 -13 -14 0 -4 15 2 0 -7 3 6 0 -4 12 -8 0 15 -7 8 0 -14 12 15 0 11 2 12 0 2 9 3 0 -13 2 -15 0 7 -5 -6 0 -11 10 -15 0 -9 -12 -13 0 -11 4 -12 0 10 -13 11 0 10 15 -2 0 10 -8 -3 0 -6 -15 14 0 3 9 -2 0 6 2 -13 0 3 4 6 0 
29 74 41 22 39 49 36 34 52 77 55 82 47 22 31 0 15 -4 -7 0 8 -12 -1 0 -4 13 7 0 6 -12 -10 0 2 -14 -3 0 -7 -4 -10 0 -11 5 -9 0 6 10 1 0 13 -2 -6 0 -11 12 -14 0 -1 -3 8 0 5 -12 6 0 -4 -7 15 0 -11 15 9 0 -14 -6 5 0 -2 -9 -4 0 7 -2 -12 0 -3 9 14 0 -8 6 -15 0 -8 10 3 0 11 -6 -7 0 -6 -1 4 0 -6 -5 -14 0 -12 6 -15 0 1 -9 4 0 6 3 14 0 -11 -9 -15 0 11 -9 -7 0 -3 10 9 0 -12 1 -4 0 
91 44 82 45 72 95 67 39 22 50 84 23 44 80 81 0 7 5 -15 0 -5 6 -9 0 -11 3 -6 0 3 15 -9 0 3 9 15 0 12 -2 14 0 15 9 -3 0 -13 10 -8 0 2 -9 3 0 6 3 -2 0 5 8 -1 0 -10 6 14 0 9 -11 -5 0 4 -8 -4 0 -1 12 13 0 -8 -2 -3 0 -15 5 3 0 4 -1 -13 0 1 -11 6 0 -4 -7 6 0 -9 -4 -3 0 9 4 5 0 -3 -14 3 0 -15 11 8 0 -14 15 12 0 14 -6 -4 0 -1 7 -8 0 15 -2 12 0 -4 -12 6 0 -5 -10 -8 0 
4 91 34 31 66 27 86 48 70 48 70 23 43 94 76 0 14 -2 11 0 10 -7 2 0 -9 4 1 0 -9 -7 -4 0 -7 -5 -9 0 15 9 -4 0 -11 2 -10 0 -2 10 -1 0 13 -11 -15 0 -3 4 -13 0 -9 13 12 0 -6 2 5 0 15 9 -15 0 4 -7 -13 0 -5 3 -13 0 -1 11 2 0 8 -11 1 0 -6 -13 -11 0 -2 -8 6 0 9 -10 5 0 10 -8 -6 0 -15 4 -2 0 -9 10 9 0 14 -2 15 0 2 -11 14 0 2 5 -10 0 -12 -6 13 0 14 6 -10 0 8 -9 14 0 -5 3 -10 0 
17 34 68 56 81 79 42 32 72 74 80 40 54 66 94 0 1 7 -1 0 12 14 3 0 -14 -11 6 0 5 2 4 0 1 4 3 0 5 -7 -10 0 -6 -8 14 0 -3 11 8 0 -11 5 -11 0 -2 -14 -9 0 -4 11 -12 0 1 -6 -13 0 1 -7 -6 0 14 10 -1 0 -10 4 -15 0 -4 2 -13 0 9 -2 -10 0 -9 4 13 0 -2 15 -5 0 8 7 -14 0 -2 -8 -11 0 -6 -10 -5 0 -4 -12 7 0 -9 6 -11 0 15 1 5 0 -13 12 10 0 -12 11 -10 0 5 3 -13 0 -4 2 7 0 -10 4 -5 0 
22 37 9 85 44 24 56 37 79 96 42 51 49 56 21 0 -11 -13 9 0 8 1 -6 0 13 -8 -7 0 15 11 -3 0 -2 -7 -12 0 13 12 3 0 -14 5 -13 0 -15 -1 2 0 6 -11 -10 0 14 5 7 0 -13 -14 2 0 -7 -13 5 0 -8 15 -8 0 -5 2 -1 0 -15 12 -9 0 12 5 -2 0 -12 14 -2 0 15 9 -8 0 -5 7 -5 0 13 -10 -11 0 8 11 -10 0 4 13 7 0 -11 -15 -3 0 4 10 5 0 9 -3 10 0 5 4 -7 0 -12 -4 -2 0 -14 -6 -2 0 -13 6 -12 0 15 -14 7 0 
30 59 27 24 25 64 55 26 89 12 44 41 8 50 32 0 10 8 1 0 -3 -11 -13 0 5 14 -3 0 -7 13 -5 0 11 1 10 0 -2 -6 5 0 2 8 7 0 6 5 3 0 12 -4 -12 0 4 13 -6 0 15 13 -12 0 -4 8 13 0 -12 -2 15 0 9 -11 12 0 1 10 -12 0 9 1 4 0 -15 7 -11 0 -10 15 9 0 -14 -12 -10 0 9 -14 -7 0 -6 -8 -2 0 4 -5 12 0 5 13 14 0 8 -9 12 0 3 11 6 0 4 -11 -9 0 -2 -1 10 0 -5 -2 -9 0 13 -2 -13 0 11 14 -2 0 
60 68 18 50 13 7 31 7 72 88 91 70 32 20 96 0 -3 9 11 0 13 -14 8 0 -14 -12 -6 0 14 5 -15 0 9 -12 14 0 8 9 1 0 -15 -11 -6 0 12 -2 8 0 -3 -8 -7 0 -10 -6 13 0 -1 -11 -8 0 15 10 -12 0 -5 1 -3 0 -8 -3 13 0 -4 1 13 0 2 9 7 0 15 -8 7 0 -15 -5 15 0 11 2 4 0 15 1 15 0 8 -11 7 0 15 -10 9 0 1 14 15 0 14 -6 -8 0 -12 2 -14 0 11 -8 -5 0 10 13 -7 0 -5 9 -1 0 -11 9 10 0 5 15 -10 0 
28 65 28 58 75 88 15 54 76 62 48 99 58 25 96 0 6 -13 15 0 -6 4 11 0 5 -4 -3 0 -12 -15 9 0 -8 12 -8 0 -1 3 -2 0 -14 -8 -13 0 -4 3 4 0 15 9 3 0 13 -11 -6 0 14 -15 -10 0 -1 -15 2 0 3 -14 -12 0 -1 7 -1 0 -9 11 -12 0 -6 12 9 0 -5 6 9 0 -15 -11 14 0 -5 9 14 0 12 7 9 0 -1 11 4 0 -2 13 -5 0 -4 14 5 0 -11 1 6 0 -15 11 10 0 -11 -8 4 0 -3 -12 -11 0 13 15 -14 0 -13 -3 8 0 -13 1 -11 0 
9 82 34 31 93 99 41 65 87 28 69 69 39 91 63 0 3 -8 9 0 -15 10 11 0 -13 -15 10 0 -3 -9 -15 0 3 -9 -6 0 2 4 6 0 14 9 8 0 -9 -12 6 0 -14 -15 13 0 7 14 -13 0 12 6 -15 0 8 -13 -7 0 2 -15 -1 0 -10 -8 -12 0 -11 -15 11 0 -3 2 11 0 10 -1 7 0 -11 -13 -6 0 -2 -4 -10 0 7 -13 3 0 -4 -9 14 0 9 11 12 0 10 -14 7 0 12 -3 -10 0 -9 -10 -6 0 13 -12 -1 0 -9 -6 9 0 14 -5 -1 0 8 -10 -8 0 14 12 15 0 
50 98 16 37 9 61 24 37 78 41 65 74 97 44 6 0 -4 11 -14 0 5 -1 -6 0 -2 -1 -2 0 12 8 -5 0 15 -9 -4 0 -7 3 9 0 -10 15 -10 0 -3 -5 -12 0 4 1 -6 0 15 -2 -9 0 10 13 -3 0 4 12 -1 0 -15 -13 -14 0 -13 2 -4 0 15 -7 15 0 -9 13 8 0 -10 -14 -8 0 7 9 15 0 -5 -7 15 0 12 3 6 0 -11 4 -13 0 10 1 14 0 -12 2 15 0 7 -12 -3 0 15 10 14 0 4 -11 15 0 -6 -13 5 0 12 5 3 0 -13 15 4 0 -8 6 -15 0 
60 59 87 42 66 52 11 93 98 7 29 81 20 86 61 0 -12 5 -14 0 -8 -12 -3 0 -5 -8 11 0 -3 14 7 0 10 7 13 0 8 -6 2 0 -9 -3 7 0 12 9 3 0 10 -5 -15 0 6 -4 5 0 -4 5 -7 0 10 -4 -11 0 -8 14 7 0 -6 15 -14 0 -5 -1 -9 0 14 13 -10 0 -15 5 -3 0 10 8 1 0 2 7 -2 0 10 -3 -4 0 -1 -3 -2 0 10 -11 7 0 -13 -11 -12 0 -5 -7 -10 0 -13 -3 -7 0 -13 14 9 0 -14 4 -14 0 9 10 -15 0 14 10 -6 0 12 -7 10 0 
29 74 18 18 76 37 100 91 16 98 43 61 30 81 36 0 -9 -5 -12 0 -8 -13 5 0 10 9 -14 0 1 -5 -9 0 2 -10 12 0 -9 -4 15 0 11 10 -12 0 15 10 -12 0 -13 -6 -4 0 9 14 5 0 -6 -14 -5 0 8 13 -5 0 -11 -7 1 0 13 -5 15 0 -6 12 -11 0 15 13 -15 0 10 -8 3 0 6 7 -13 0 15 12 -14 0 4 10 -4 0 12 7 1 0 12 -4 8 0 -11 12 -13 0 9 3 -10 0 9 2 -14 0 10 -9 10 0 1 -9 -4 0 -14 -2 3 0 14 13 5 0 -13 -11 15 0 
17 40 82 83 61 90 64 74 99 79 93 74 82 48 47 0 -7 2 -11 0 2 3 7 0 -1 -7 4 0 9 13 -7 0 -13 -6 -4 0 -9 -10 -15 0 1 2 -10 0 -7 -6 -1 0 -12 1 -12 0 -13 -11 1 0 15 -1 -11 0 10 -8 -1 0 14 -13 -5 0 10 5 -13 0 3 8 13 0 6 -14 7 0 -8 -12 13 0 -6 -8 -6 0 4 7 -12 0 9 4 2 0 7 4 -12 0 10 -15 -4 0 -9 -14 -15 0 10 14 -6 0 9 -13 -12 0 8 1 7 0 13 -2 13 0 -4 12 6 0 7 1 -6 0 -1 15 -13 0 
31 39 77 89 27 42 59 99 40 74 27 80 42 82 35 0 -3 6 -5 0 -13 9 3 0 14 10 -12 0 -7 -4 14 0 -10 -8 3 0 -11 -12 -8 0 -7 11 -9 0 1 -7 8 0 12 11 -6 0 4 13 5 0 -14 7 8 0 9 14 -11 0 13 -1 15 0 8 -10 -13 0 15 -13 -15 0 -3 2 -7 0 -4 -2 -9 0 -14 7 9 0 5 -15 -12 0 -14 -13 -7 0 12 1 10 0 5 -14 -5 0 -10 -12 -1 0 13 -12 1 0 -4 -3 1 0 -10 -11 15 0 -6 11 -6 0 -8 13 -2 0 9 12 6 0 4 -15 -3 0 
72 56 27 94 93 71 41 36 12 98 92 75 45 71 12 0 12 -14 6 0 -2 1 2 0 -11 -6 12 0 -14 -3 5 0 -12 6 -14 0 -7 5 8 0 15 9 5 0 2 15 11 0 -13 -8 -12 0 -11 14 -2 0 5 3 13 0 10 5 -7 0 13 -4 9 0 2 -13 4 0 9 -1 -13 0 9 -5 -11 0 10 -5 6 0 -14 -8 -14 0 4 5 -10 0 14 12 15 0 12 1 11 0 -12 11 -15 0 -10 -8 4 0 -7 12 -11 0 5 -14 -12 0 -14 -11 -2 0 -7 15 8 0 10 -15 -7 0 12 10 3 0 -14 -9 10 0 
67 29 23 32 76 80 56 33 69 96 82 86 62 11 85 0 -6 13 5 0 -10 -1 13 0 -4 1 5 0 -12 13 -6 0 -5 14 5 0 12 -2 -12 0 6 1 -15 0 -5 -7 -8 0 -7 4 -10 0 -9 -8 -4 0 11 5 12 0 2 4 9 0 15 8 5 0 1 10 12 0 10 3 -14 0 5 -2 -10 0 -9 8 -13 0 -3 -9 -15 0 -4 -2 -4 0 2 -7 3 0 10 -14 -15 0 -14 8 2 0 11 10 2 0 -3 15 -8 0 -13 -5 -11 0 -8 6 -2 0 15 -8 -5 0 1 -2 1 0 -8 -10 15 0 11 7 6 0 
20 96 23 54 34 54 37 70 48 91 61 32 96 23 60 0 12 -15 11 0 -2 -4 -13 0 14 -13 -11 0 6 14 -12 0 -13 10 13 0 14 5 3 0 7 -13 10 0 13 -1 9 0 -13 1 -12 0 2 -14 4 0 6 -1 9 0 -5 -13 9 0 -4 9 -12 0 -5 -1 -10 0 -12 -15 4 0 -7 2 -12 0 -11 -5 -2 0 -5 -6 -7 0 -12 -11 13 0 -15 -11 3 0 -9 2 -8 0 2 7 11 0 10 -11 -8 0 -9 4 1 0 14 2 5 0 -15 13 15 0 -14 -6 -9 0 7 -6 8 0 7 2 -10 0 -8 11 6 0 
