p cnf 15 20
48 66 83 36 68 100 38 97 4 48 96 42 100 10 85 0 8 9 8 0 12 6 2 0 1 -14 -8 0 -14 13 9 0 3 -11 -6 0 13 7 -15 0 1 5 15 0 -7 -3 -7 0 -2 -6 11 0 15 -10 -1 0 -5 -4 10 0 -11 13 4 0 -15 13 10 0 4 -12 1 0 -10 12 13 0 9 -7 -13 0 -15 10 -15 0 7 -2 4 0 -13 -3 -8 0 -1 12 3 0 
67 91 3 46 71 5 61 42 66 23 3 56 17 17 34 0 -5 -4 7 0 8 -2 -9 0 4 15 11 0 1 3 14 0 -10 11 4 0 3 -9 -15 0 2 15 6 0 5 4 15 0 3 -2 4 0 -5 15 -11 0 -6 -12 8 0 -12 -8 -2 0 -4 -3 -1 0 -4 1 6 0 11 -1 -10 0 -11 8 -13 0 -2 8 4 0 -13 6 12 0 7 -4 -10 0 -7 15 -5 0 
80 68 98 27 31 29 73 60 29 63 53 98 7 33 86 0 10 3 11 0 6 10 6 0 11 1 -5 0 12 1 -13 0 6 12 -11 0 -6 7 14 0 1 -8 -15 0 13 3 14 0 -10 -15 7 0 12 2 -15 0 -3 -1 5 0 -10 2 9 0 -11 8 -15 0 -10 -6 15 0 8 10 6 0 -15 2 4 0 7 -4 -14 0 1 14 -6 0 -8 5 4 0 6 5 -10 0 
49 96 26 74 60 57 54 45 60 68 50 46 93 22 71 0 14 11 -7 0 13 10 1 0 11 13 4 0 -11 -4 -1 0 14 2 -14 0 6 3 -2 0 15 -11 -6 0 5 7 10 0 2 3 15 0 -6 -5 -11 0 5 -6 1 0 -13 9 12 0 10 -3 10 0 2 4 3 0 1 11 -4 0 -12 -11 -3 0 -6 3 -12 0 -15 -6 -12 0 5 -2 -10 0 -15 10 5 0 
82 95 92 53 49 6 13 92 43 35 65 48 26 36 81 0 11 15 1 0 2 7 6 0 2 -6 -13 0 10 12 15 0 -9 -3 4 0 2 -5 8 0 4 -2 5 0 -13 6 13 0 -15 -5 -3 0 11 2 -10 0 -3 5 -12 0 1 10 -1 0 -13 -9 14 0 4 -1 8 0 -9 -8 -9 0 8 -9 8 0 3 10 -5 0 -3 9 8 0 -1 -6 -14 0 -2 -13 -14 0 
55 26 27 82 28 49 1 50 99 23 61 84 73 72 64 0 6 -2 10 0 -4 -1 -9 0 -13 -1 8 0 5 -3 4 0 -10 6 -11 0 -8 -13 -5 0 -9 7 8 0 11 8 5 0 1 -15 11 0 -8 13 -3 0 -2 11 -7 0 -11 8 -14 0 7 14 15 0 2 11 -10 0 11 -13 -1 0 -7 2 12 0 -4 -6 10 0 -3 -5 3 0 -5 4 -15 0 -12 11 2 0 
20 90 5 56 75 73 99 65 99 9 35 58 82 49 7 0 -11 -13 -5 0 -6 1 5 0 10 3 -11 0 12 -7 -2 0 -10 7 -10 0 5 -13 10 0 7 11 -14 0 9 13 -2 0 -15 3 15 0 -10 12 13 0 -1 2 -12 0 -8 -13 2 0 7 8 10 0 9 3 7 0 -8 2 -3 0 -11 -8 5 0 15 -13 -10 0 -7 14 -10 0 14 -7 -5 0 14 -13 -5 0 
8 66 1 37 52 71 61 39 80 54 70 66 95 66 66 0 -11 5 -4 0 -1 7 8 0 -10 -5 -10 0 -9 -12 2 0 3 -5 1 0 9 14 -12 0 -9 14 -13 0 7 -3 -13 0 -2 -1 -2 0 -4 -14 -2 0 -3 14 -7 0 12 5 9 0 -15 -6 -7 0 -3 10 14 0 15 3 9 0 -13 14 -5 0 -10 4 -1 0 -2 -4 1 0 -5 6 -10 0 -2 -15 6 0 
89 4 69 39 65 96 23 72 57 67 92 100 83 81 73 0 10 -14 -5 0 -8 -3 9 0 1 -9 10 0 -2 10 -3 0 15 -14 9 0 8 -14 -1 0 9 3 -9 0 -10 7 -3 0 -12 -14 4 0 -3 9 -2 0 7 11 -15 0 -1 12 7 0 -6 -3 -8 0 -15 -12 -15 0 5 8 -11 0 -15 -11 -6 0 2 -3 -7 0 11 12 -1 0 13 2 -11 0 15 11 -10 0 
62 72 51 87 62 94 78 53 2 5 96 57 47 84 5 0 -14 -13 -6 0 -15 -4 -14 0 6 8 4 0 -14 -3 -12 0 -14 8 -4 0 -9 1 14 0 2 9 -3 0 14 -7 -5 0 -10 -3 -11 0 7 14 8 0 11 -13 14 0 -10 -4 5 0 6 -1 12 0 -10 3 11 0 -4 -1 -11 0 9 -7 -14 0 -7 10 11 0 -13 11 6 0 -5 2 -12 0 11 14 -1 0 
3 81 62 100 9 1 13 58 9 38 94 11 38 3 90 0 -9 -7 -4 0 -9 5 -14 0 6 3 -15 0 -14 -3 8 0 4 12 15 0 -6 -1 15 0 13 -6 -7 0 4 13 -15 0 12 4 12 0 15 -5 -4 0 -8 -13 2 0 1 -6 -7 0 13 14 11 0 -13 -6 -11 0 -3 6 12 0 -5 1 -13 0 -9 -14 12 0 15 -4 10 0 5 -11 12 0 1 9 -10 0 
37 56 86 58 49 93 31 87 98 76 4 31 16 95 75 0 -2 -4 -11 0 9 12 -7 0 6 -14 4 0 12 -10 -4 0 7 9 2 0 12 -2 -8 0 2 -9 -1 0 -14 -13 9 0 -15 -10 -2 0 -3 -14 -9 0 -2 15 6 0 -11 3 -13 0 -3 15 6 0 -12 7 5 0 -12 -4 -1 0 10 7 -6 0 13 -6 9 0 -4 -6 11 0 -2 14 -9 0 2 7 6 0 
33 66 68 12 22 58 33 45 72 4 56 65 5 36 32 0 -7 4 -9 0 -12 -4 -7 0 -8 5 -14 0 -7 12 1 0 15 -5 -6 0 5 2 14 0 -11 -10 -11 0 15 12 9 0 -14 -1 8 0 15 -1 -5 0 2 -8 9 0 11 -7 11 0 -12 13 6 0 9 -4 -6 0 -1 -2 -1 0 12 -13 3 0 9 -10 -12 0 6 -14 -11 0 6 -14 -4 0 14 11 8 0 
77 48 73 43 5 1 76 59 67 35 35 100 44 98 94 0 4 -14 15 0 5 -15 4 0 -8 -14 10 0 -12 -7 -5 0 -10 12 15 0 -4 -3 9 0 -14 -7 -10 0 -5 -2 9 0 -5 15 -6 0 4 -9 -13 0 14 -4 8 0 13 11 14 0 15 -6 8 0 -10 11 13 0 8 -13 11 0 8 -2 -6 0 14 -15 -12 0 -3 -8 11 0 -5 -2 6 0 9 4 7 0 
80 79 5 7 52 67 67 62 68 56 35 84 2 42 63 0 11 1 -2 0 -6 -3 -14 0 5 1 5 0 -8 9 13 0 -5 -3 11 0 -3 -1 -2 0 -3 -8 -6 0 13 -2 -1 0 -6 3 -7 0 -13 6 10 0 -8 7 -10 0 -4 11 -10 0 15 2 10 0 13 3 13 0 -14 4 2 0 -3 9 -15 0 -9 13 -6 0 -4 -12 13 0 -15 13 10 0 9 11 -3 0 
26 30 87 4 56 7 53 50 42 25 20 99 19 16 6 0 10 14 9 0 -5 -2 8 0 13 -4 15 0 -13 4 -3 0 14 12 -10 0 -14 3 12 0 -10 3 13 0 6 5 -14 0 -2 7 -10 0 5 6 12 0 5 -3 -15 0 -1 10 14 0 5 9 6 0 11 -10 11 0 -14 -7 -15 0 11 15 -1 0 10 13 14 0 15 -5 -8 0 10 12 -7 0 -12 3 2 0 
36 4 68 83 13 55 24 49 79 2 39 87 18 79 11 0 -9 -8 10 0 8 3 -1 0 9 -8 -12 0 -4 -13 7 0 -5 -15 -4 0 -5 8 -14 0 4 5 15 0 14 -4 -6 0 -12 4 -6 0 12 9 15 0 -3 -5 11 0 10 13 5 0 -12 -5 -9 0 -6 -13 5 0 -1 6 -14 0 5 -9 -5 0 -6 9 -2 0 5 -15 -9 0 -4 7 5 0 -2 -5 3 0 
32 77 4 92 38 43 58 13 13 38 45 4 22 55 63 0 7 -12 -11 0 -1 -12 -9 0 10 12 -8 0 3 -14 -5 0 11 -12 15 0 8 4 -1 0 10 -1 14 0 -15 4 5 0 -4 15 -7 0 -11 -7 -12 0 -14 8 -4 0 -15 -1 9 0 11 -1 -14 0 9 -1 -10 0 -9 -15 7 0 -6 12 5 0 6 5 -10 0 5 4 10 0 2 3 2 0 -7 8 2 0 
65 40 28 26 20 60 74 85 40 78 17 62 29 72 98 0 -15 9 -2 0 11 5 -6 0 7 4 6 0 13 -12 -3 0 -1 -3 -13 0 -11 -10 -13 0 -1 -8 -14 0 -1 15 -3 0 -6 1 -14 0 -8 1 -5 0 14 12 7 0 3 2 -7 0 9 14 -6 0 8 3 -6 0 -13 -2 -1 0 13 -14 8 0 15 8 15 0 8 14 -15 0 -2 3 -5 0 -12 -13 -10 0 
99 75 86 78 7 20 42 53 37 61 60 1 19 58 95 0 -12 -4 -10 0 -13 -7 4 0 -13 8 -3 0 -5 -13 -4 0 -5 -4 2 0 -6 12 3 0 14 -12 6 0 11 3 -4 0 -8 1 -15 0 13 2 -7 0 11 13 -11 0 -10 -7 3 0 -15 1 15 0 8 9 -4 0 -10 -14 13 0 -9 -15 10 0 -2 -12 -6 0 11 15 -1 0 -14 -10 5 0 2 -15 -10 0 
42 43 47 15 82 14 5 50 65 93 35 27 42 88 43 0 -11 -4 10 0 13 -8 9 0 14 -15 9 0 7 13 -10 0 13 9 3 0 -4 14 8 0 2 1 -2 0 -7 -13 -2 0 7 -14 -7 0 -14 -6 5 0 2 -4 6 0 -15 -6 1 0 -7 5 -1 0 3 -1 -7 0 -4 12 8 0 -3 13 8 0 12 14 -5 0 2 -9 4 0 6 10 -1 0 -13 -1 6 0 
43 74 11 85 58 33 78 20 68 66 55 28 19 75 83 0 11 -8 -13 0 4 -10 3 0 -2 4 -2 0 14 -1 -11 0 -1 -3 -7 0 10 -11 -1 0 -10 -14 13 0 9 15 2 0 -9 -8 1 0 7 3 13 0 3 -9 -15 0 -5 -3 -9 0 13 -10 -8 0 1 -9 15 0 7 -13 11 0 3 13 -8 0 -12 -9 13 0 -2 -8 9 0 4 -14 9 0 14 -3 -7 0 
42 24 54 84 38 22 74 24 65 34 37 19 91 23 60 0 -10 -13 -15 0 -14 -6 9 0 12 2 -3 0 -8 -2 14 0 -12 -6 -9 0 11 -12 11 0 12 7 -3 0 -12 -3 -15 0 14 9 -1 0 -7 10 8 0 -10 -7 -10 0 13 -3 7 0 -14 -5 -7 0 4 -11 -9 0 -13 -3 -6 0 10 -8 -11 0 -9 -5 3 0 13 -7 -10 0 13 -5 -11 0 -15 7 -15 0 
13 37 19 40 8 64 7 68 60 74 36 29 4 43 27 0 -11 1 14 0 -9 5 -8 0 -11 4 -11 0 -8 -4 9 0 15 9 -13 0 -1 3 11 0 3 2 -1 0 -4 -10 7 0 -1 -3 5 0 -2 12 -6 0 3 -15 -14 0 -5 14 12 0 10 -1 6 0 -15 11 -3 0 6 15 8 0 -13 -3 8 0 -10 -8 4 0 6 9 2 0 6 -10 11 0 -8 4 6 0 
23 80 22 60 35 46 97 79 74 21 60 87 52 7 81 0 -7 -13 -12 0 9 8 2 0 -15 12 -6 0 14 -15 -5 0 3 -10 15 0 -7 -1 10 0 12 -10 -11 0 3 7 4 0 3 -1 12 0 -8 4 -7 0 -14 8 -14 0 -7 -2 12 0 4 3 14 0 -5 3 1 0 -11 8 -7 0 9 -8 -1 0 2 -13 -5 0 7 12 10 0 8 -6 15 0 13 -2 5 0 
55 92 63 60 27 82 97 37 61 16 81 93 44 88 31 0 12 15 -9 0 12 4 -8 0 14 -7 6 0 14 2 11 0 -8 -5 2 0 -15 -1 11 0 2 -9 5 0 10 12 5 0 -13 -4 11 0 -6 -2 9 0 -15 -3 -6 0 -13 -7 1 0 9 -7 -12 0 -5 2 12 0 -7 15 -14 0 9 -14 1 0 -9 -6 -7 0 10 -4 -8 0 4 -15 1 0 -4 3 -12 0 
91 30 67 41 95 37 46 96 8 85 64 43 71 49 28 0 -15 -13 -4 0 -9 1 -10 0 14 7 -3 0 10 -2 8 0 12 -7 -12 0 -4 -9 8 0 15 4 5 0 -9 12 -5 0 10 -12 9 0 -6 4 -14 0 9 -7 -6 0 12 -1 15 0 -10 1 14 0 -1 -12 14 0 11 -14 13 0 10 7 4 0 10 -5 11 0 12 5 3 0 -10 -2 4 0 -10 12 7 0 
87 98 58 100 34 20 74 88 86 78 83 82 26 37 88 0 10 -5 -3 0 12 -9 13 0 -12 -8 -15 0 -7 -6 -5 0 13 -2 -1 0 11 4 5 0 -13 -1 -8 0 -15 -8 -14 0 11 14 -4 0 -2 3 6 0 1 -4 -7 0 -9 8 15 0 7 5 9 0 8 3 -15 0 12 -7 5 0 14 2 -6 0 -15 12 11 0 -9 10 8 0 -7 11 7 0 4 13 7 0 
67 32 87 46 69 32 85 19 9 96 67 76 78 87 51 0 7 -10 13 0 3 1 3 0 14 -11 -10 0 5 9 4 0 11 14 1 0 6 -11 3 0 15 -4 -7 0 5 -15 9 0 11 -10 -12 0 4 -7 -13 0 -9 -2 5 0 12 -2 -3 0 7 6 15 0 -1 9 13 0 -7 -6 9 0 -14 12 -11 0 -6 11 -13 0 -3 7 -3 0 -8 3 5 0 9 -1 -13 0 
85 87 1 83 65 79 98 16 36 75 95 77 32 81 68 0 12 4 -2 0 14 7 5 0 1 8 4 0 14 13 -8 0 13 -9 15 0 12 2 14 0 -12 11 -15 0 5 -13 15 0 14 11 8 0 6 -5 12 0 -4 -1 -14 0 15 9 -7 0 -3 4 -14 0 -4 15 11 0 3 14 11 0 -4 -1 -15 0 6 -14 -15 0 -6 12 -7 0 -5 4 15 0 -10 -2 10 0 
92 47 48 11 52 51 59 13 40 98 42 37 72 71 37 0 -8 1 11 0 -2 15 7 0 5 -10 7 0 4 -3 8 0 10 1 13 0 -15 -10 -7 0 -2 4 15 0 1 14 -4 0 11 6 2 0 -1 -12 -7 0 -8 7 -3 0 2 6 2 0 13 -8 1 0 8 -4 -12 0 6 -5 12 0 11 -2 -12 0 11 12 13 0 -4 2 12 0 13 -10 11 0 1 -13 -10 0 
18 36 66 61 12 91 43 31 15 80 28 61 55 7 39 0 3 2 -15 0 -11 4 -15 0 -7 5 -4 0 7 3 15 0 -4 5 4 0 14 8 -6 0 -8 13 10 0 13 1 -2 0 10 -11 -8 0 2 6 -11 0 3 -13 1 0 15 -2 11 0 2 10 -1 0 -4 12 -14 0 -7 6 -4 0 -12 -8 15 0 -3 -1 3 0 -7 11 -4 0 13 5 4 0 -11 9 -4 0 
43 36 87 46 17 97 83 33 49 82 97 12 96 65 19 0 -2 6 4 0 6 -4 -1 0 -9 15 -9 0 7 -14 -8 0 4 2 11 0 -10 13 10 0 5 -3 9 0 -13 6 -15 0 3 -8 -13 0 4 15 9 0 -6 4 10 0 -1 -4 3 0 -9 -7 -9 0 7 -13 -6 0 10 -15 -12 0 14 -8 5 0 3 -11 8 0 14 -5 8 0 -10 -5 -8 0 2 -6 11 0 
5 59 12 59 65 22 33 1 47 20 68 62 24 40 85 0 3 -9 7 0 14 11 1 0 9 5 2 0 -10 -14 4 0 5 11 8 0 10 9 -12 0 14 -15 13 0 11 9 5 0 -7 -10 12 0 6 -7 1 0 -5 9 -12 0 -13 14 -10 0 11 2 -12 0 4 -12 -14 0 -2 -8 12 0 -6 -2 -5 0 -10 -14 -13 0 11 5 10 0 2 -10 2 0 4 10 -11 0 
12 54 28 74 34 12 41 92 92 48 77 19 63 97 49 0 12 -2 8 0 14 13 -7 0 9 13 -5 0 10 -9 12 0 10 -7 13 0 -7 14 7 0 -11 9 6 0 -15 13 5 0 9 14 -4 0 7 -3 -11 0 -12 2 -14 0 -7 -5 -8 0 -5 -14 -6 0 10 4 13 0 11 -5 -2 0 3 6 7 0 -11 3 -4 0 -9 11 -1 0 -12 3 14 0 -9 13 1 0 
73 40 7 98 92 54 39 70 39 38 66 9 50 46 18 0 7 -13 -11 0 1 13 11 0 -12 -6 -3 0 8 7 2 0 1 8 -1 0 -4 8 5 0 7 -12 -8 0 6 2 -1 0 3 -5 13 0 -10 1 14 0 -2 -3 4 0 1 -11 -6 0 14 3 -8 0 9 -1 -4 0 -5 1 -7 0 3 -12 3 0 -12 6 9 0 -14 -12 13 0 14 3 11 0 -6 4 -9 0 
81 90 51 99 25 24 78 2 10 29 74 44 92 99 57 0 12 8 -4 0 -12 -3 -11 0 -13 4 1 0 14 -11 -13 0 -6 -13 7 0 6 -2 5 0 -10 -6 -5 0 9 11 -5 0 -13 2 -11 0 -12 4 -15 0 1 -2 14 0 3 8 -15 0 13 8 2 0 -1 7 1 0 3 -11 14 0 12 -13 -11 0 15 8 12 0 -14 -15 -10 0 11 6 15 0 -10 6 -12 0 
12 15 100 63 17 73 73 42 80 99 45 88 55 82 34 0 -1 4 -7 0 12 15 -7 0 1 -8 5 0 13 12 -14 0 -2 1 7 0 3 7 -3 0 9 -14 -11 0 -3 -7 -10 0 -2 -7 1 0 -9 11 5 0 -10 11 -4 0 -11 8 -4 0 -12 -9 2 0 11 8 2 0 -1 8 -3 0 -8 -13 15 0 11 9 2 0 5 -7 -12 0 8 3 4 0 2 1 8 0 
24 90 84 58 67 38 63 29 8 93 15 19 60 4 91 0 -1 3 -4 0 -3 -1 -5 0 6 11 -13 0 -6 3 -15 0 -4 8 -13 0 5 -7 -12 0 1 12 11 0 12 -2 -12 0 -9 -12 13 0 -14 -9 -14 0 -10 -8 4 0 15 1 6 0 -8 -1 9 0 4 -7 11 0 -3 -1 -15 0 11 3 2 0 -9 7 -10 0 -5 -7 14 0 2 8 -7 0 -9 1 -2 0 
62 97 80 14 21 74 60 31 37 52 57 53 7 43 6 0 -5 6 -12 0 -6 15 -11 0 6 -2 12 0 -9 -10 2 0 9 1 14 0 13 -9 -6 0 8 2 3 0 7 -15 -14 0 -7 -15 9 0 -1 12 -6 0 1 8 10 0 5 -11 -14 0 -5 -12 10 0 2 -12 9 0 -2 9 7 0 -2 9 3 0 2 12 -11 0 4 -12 -2 0 1 -12 -3 0 -1 -15 2 0 
